Mean Feature,Variance Feature,Standard Deviation Feature,RMS Feature,diabetic_retinopathy
0.355643531,0.341253815,0.502431495,0.406628194,2
0.365297082,0.280010698,0.439697567,0.396438125,1
0.503840556,0.337901089,0.497065712,0.52289054,2
0.258895706,0.212667301,0.362246817,0.29119682,2
0.304270654,0.247548459,0.403564426,0.338258777,1
0.335478923,0.251801788,0.408408074,0.364283721,1
0.464455157,0.471752861,0.623853873,0.525854799,1
0.508192294,0.363896214,0.52547052,0.533616786,2
0.474477772,0.337819644,0.499545762,0.499712115,2
0.30085217,0.340506864,0.502526872,0.365642909,2
0.300173628,0.19924242,0.345778631,0.319490047,2
0.526441918,0.396589554,0.556559908,0.556346054,1
0.278226637,0.367411905,0.528883927,0.356678841,2
0.652021693,0.483195381,0.633659668,0.677680599,1
0.326877382,0.1595414,0.293619801,0.328358144,2
0.343310037,0.201424827,0.348613413,0.355083947,2
0.264969198,0.141910934,0.26952437,0.271550747,2
0.652239879,0.408162948,0.567273378,0.661726157,1
0.496761036,0.300232995,0.460972084,0.508234112,2
0.490116223,0.169170842,0.307094463,0.468529313,1
0.254761937,0.146837265,0.275515726,0.264722172,2
0.320645763,0.221758773,0.37341673,0.343114434,1
0.253311062,0.127607911,0.24872731,0.256921148,1
0.418054855,0.294833193,0.455599245,0.442861852,1
0.304860781,0.323456014,0.485261306,0.362550979,2
0.273520413,0.171318693,0.309688994,0.288622111,2
0.720692247,0.479747524,0.630716209,0.733269642,1
0.305513291,0.1780808,0.318817341,0.316935259,2
0.393739324,0.204919017,0.352525635,0.397440594,2
0.329307186,0.188398719,0.328400927,0.338694594,2
0.435731791,0.282307311,0.442184588,0.453725297,1
0.467444895,0.431231041,0.588229264,0.518008003,1
0.391507058,0.444511146,0.600064862,0.46290735,1
0.553295005,0.473488886,0.625137786,0.596053087,2
0.414568348,0.221514107,0.373123966,0.419495664,1
0.296199168,0.189772713,0.330451097,0.312262719,2
0.542795565,0.453526954,0.607419024,0.583262363,2
0.309666753,0.15266137,0.281078183,0.311232857,2
0.684589064,0.470014164,0.622354461,0.701532232,1
0.530612499,0.400390042,0.56002218,0.560658025,2
0.287980184,0.145799092,0.275041065,0.291763584,1
0.350843954,0.251180043,0.406330493,0.376421716,2
0.538767945,0.241623802,0.396758969,0.528471712,1
0.602918795,0.336882426,0.498925561,0.604933456,1
0.851296773,0.606308973,0.733125989,0.865371209,1
0.426307407,0.27608638,0.433890893,0.443990885,2
0.154388577,0.15984897,0.294245234,0.190366906,2
0.385110535,0.186864247,0.32944637,0.384876564,2
0.227466486,0.316548182,0.476839053,0.302322068,2
0.303108142,0.184247767,0.326861282,0.316935504,1
0.514902006,0.279688192,0.438791816,0.517934104,2
0.450441168,0.200389778,0.347324891,0.443428896,1
0.512361082,0.535776496,0.677417726,0.578464391,1
0.443468896,0.230070425,0.383284538,0.445786846,1
0.362097479,0.179968658,0.321318097,0.363904864,2
0.595052898,0.522966239,0.666945049,0.640461326,1
0.248888185,0.116777313,0.224281843,0.247609279,2
0.304221932,0.232850544,0.386552137,0.333541406,1
0.405091819,0.212451934,0.362094705,0.410132947,2
0.272556223,0.27512563,0.434309713,0.322520363,2
0.329602328,0.213548756,0.362937989,0.347591197,2
0.585166552,0.333641433,0.495557092,0.589498764,2
0.289917235,0.256381059,0.413584614,0.32983542,1
0.493443168,0.469472379,0.621882635,0.547845741,2
0.540879909,0.246356924,0.402201273,0.531427981,1
0.392176376,0.275724104,0.429571073,0.415445342,2
0.280690433,0.140381029,0.264111053,0.283360281,2
0.35369969,0.19163967,0.336317702,0.360563597,1
0.300514145,0.18092516,0.322561644,0.313741961,1
0.234805745,0.231350667,0.384791285,0.278833343,1
0.523720657,0.559599168,0.696592075,0.592822542,1
0.39590349,0.267856505,0.416354641,0.415039899,2
0.449678797,0.456081262,0.609620673,0.510488728,2
0.330875146,0.328278881,0.489635301,0.38740914,2
0.717890138,0.4843624,0.634653795,0.731892597,1
0.256718683,0.188518052,0.332342301,0.281128426,1
0.336982846,0.164487681,0.300815562,0.338310757,2
0.350952271,0.234502457,0.388486042,0.371407391,2
0.326161782,0.311645826,0.473225032,0.37514387,1
0.462196776,0.299780267,0.460829643,0.479927405,1
0.357997412,0.167101235,0.304288678,0.356628492,2
0.625031526,0.582523837,0.714691679,0.677205697,1
0.282636283,0.221691361,0.373336078,0.31284466,1
0.187219975,0.141471908,0.268897922,0.208755228,1
0.334866738,0.180319956,0.321775121,0.341578402,1
0.313420476,0.325932154,0.487834079,0.369748894,2
0.396922515,0.231378963,0.384810794,0.407843077,2
0.407967749,0.267872431,0.426405719,0.427206725,1
0.428492614,0.228533523,0.381471127,0.432969664,1
0.48555028,0.246097538,0.401904162,0.485040047,2
0.24600762,0.145774776,0.274920495,0.257464674,2
0.321626623,0.205969585,0.354242891,0.338914082,1
0.209104421,0.188141864,0.331861456,0.243564853,1
0.491521978,0.330522414,0.492024765,0.512416577,2
0.456898475,0.471446743,0.623590066,0.519938476,1
0.579466175,0.525951124,0.669395678,0.628751912,1
0.374593462,0.166476491,0.301657189,0.369934047,2
0.467299832,0.268750915,0.427376177,0.475902698,2
0.560442256,0.505469886,0.652449599,0.609059532,1
0.251954838,0.108183838,0.219074135,0.24877841,1
0.398347474,0.279973123,0.439656803,0.42285676,1
0.523425298,0.478230894,0.629418405,0.573488917,1
0.378705809,0.202504973,0.346532962,0.383591462,2
0.372770479,0.169238121,0.307184171,0.369494678,1
0.429831942,0.330836798,0.492140186,0.461928391,2
0.420008055,0.252006495,0.408640323,0.432555378,1
0.267595449,0.226506163,0.378836733,0.302745585,2
0.189056702,0.172087979,0.310971368,0.221987943,1
0.406167196,0.455349324,0.609606321,0.476925422,1
0.581082604,0.283399642,0.443364213,0.574211469,2
0.436259986,0.346011855,0.508014108,0.471303196,2
0.759284311,0.495712487,0.644266085,0.768382272,1
0.132399635,0.081171635,0.174571197,0.13990442,1
0.561927025,0.329576511,0.491573562,0.569225346,2
0.413776368,0.259151809,0.416678427,0.429519495,2
0.530840867,0.296780591,0.457662651,0.535542452,1
0.485080834,0.427551472,0.584920989,0.530954519,1
0.380506727,0.237702507,0.392216328,0.396272621,1
0.318632331,0.20168867,0.348942183,0.33513418,1
0.216284866,0.096309327,0.199502836,0.21465552,2
0.302227754,0.204108098,0.350581253,0.322436523,2
0.348160266,0.328710671,0.490698475,0.397237128,1
0.475490962,0.272430555,0.431412282,0.483620216,2
0.423204935,0.310429541,0.471963944,0.451279166,1
0.241711834,0.139339573,0.265844889,0.251680863,1
0.27689034,0.160282056,0.291844678,0.28683383,2
0.663718704,0.533740472,0.67576097,0.697844472,1
0.462830746,0.238890501,0.393595841,0.464242049,1
0.183965943,0.098712644,0.203944794,0.189187088,1
0.357595299,0.324056723,0.485973074,0.403214767,1
0.468698597,0.385481562,0.542515199,0.506449645,2
0.484872116,0.222485559,0.374285605,0.478260451,1
0.245680481,0.132767524,0.256324066,0.252533214,1
0.368424743,0.259666454,0.413732193,0.392926397,2
0.505484691,0.310407572,0.471941147,0.518042024,1
0.245686515,0.177936398,0.318291472,0.268578229,2
0.376833193,0.373147402,0.534423224,0.432114851,1
0.201391978,0.180959935,0.320591684,0.234418734,2
0.414736171,0.269322783,0.427784999,0.433080849,2
0.623966068,0.513265746,0.658936243,0.661458523,1
0.504881536,0.503757726,0.651018866,0.565052013,1
0.277858973,0.425784143,0.583327443,0.373543794,1
0.520290525,0.460676342,0.614258317,0.566835707,1
0.353899818,0.159013663,0.292294178,0.350580182,2
0.41022498,0.337825228,0.498115209,0.447955435,2
0.326706126,0.265088944,0.423321855,0.361407981,1
0.677599512,0.391984792,0.552181955,0.679295931,2
0.520307956,0.522100482,0.666233053,0.581409887,1
0.262747956,0.23609688,0.390347283,0.302043796,1
0.342163366,0.157079115,0.290739389,0.34025829,1
0.30672778,0.175747497,0.315715821,0.317199361,2
0.24866687,0.159902606,0.294600692,0.264673091,1
0.362367532,0.171813614,0.310607834,0.361629247,1
0.511640886,0.286298096,0.44648575,0.517029402,1
0.68062242,0.541425395,0.681999281,0.713110286,1
0.545752178,0.348123032,0.509303049,0.560226535,2
0.334492434,0.161336617,0.296551741,0.335248646,2
0.631361511,0.388815456,0.549284918,0.64022695,1
0.291139364,0.18499764,0.327827392,0.30750243,1
0.367684703,0.167459799,0.304808332,0.36471647,1
0.324975009,0.222655929,0.374489114,0.34686867,1
0.274899337,0.151732041,0.28069977,0.282607207,2
0.249720525,0.128634193,0.250244408,0.254430381,2
0.426090289,0.224511176,0.375107187,0.429583644,2
0.277096589,0.162898747,0.297978087,0.288663206,2
0.342553256,0.171998097,0.308850082,0.344824606,2
0.345065678,0.129635785,0.250583565,0.333962665,2
0.562813971,0.439465696,0.59558725,0.595766127,1
0.308348474,0.136203821,0.260136836,0.305128388,2
0.408352375,0.363826723,0.525439228,0.454057345,2
0.397599002,0.207674065,0.356340952,0.401508679,1
0.41954096,0.357613415,0.519413023,0.461168772,1
0.278928054,0.199251437,0.345904022,0.302455746,1
0.663110466,0.554606568,0.69260523,0.701713384,1
0.360482396,0.282517545,0.44241182,0.393350667,1
0.494335006,0.315903475,0.475024662,0.509705716,2
0.474712258,0.389736896,0.550150566,0.513249814,1
0.478811708,0.452813281,0.607382984,0.532304588,1
0.540288049,0.295916261,0.456747554,0.543164004,1
0.26729383,0.172238272,0.311140837,0.284004674,2
0.395734316,0.224393694,0.368541584,0.403351697,2
0.357394598,0.258307765,0.415750962,0.383727824,1
0.240744089,0.132684003,0.253554088,0.247904964,2
0.29077608,0.180541516,0.32195203,0.305702503,2
0.506799043,0.293535893,0.454145264,0.514842537,2
0.319976477,0.19878099,0.344780078,0.335165536,2
0.412599492,0.164488945,0.300817267,0.40146071,1
0.476055291,0.280369412,0.440086594,0.486162524,1
0.382565182,0.203638159,0.351361672,0.387924165,1
0.370700623,0.358134384,0.519714722,0.423141434,2
0.340636454,0.30177934,0.462123845,0.384665375,2
0.466496646,0.416956638,0.575323056,0.513654282,1
0.395487622,0.19225804,0.337102119,0.395257843,1
0.338153834,0.180111546,0.320653919,0.344354487,2
0.425262035,0.373033332,0.534314019,0.469810796,2
0.173006506,0.178675963,0.319299361,0.212050582,2
0.636455724,0.607537538,0.73406899,0.691548784,1
0.369991715,0.323659789,0.48548098,0.412762927,2
0.580793708,0.28349169,0.44346345,0.573990894,2
0.329648435,0.152411011,0.284296615,0.328376091,1
0.369377359,0.192997343,0.338038616,0.373875516,1
0.203912877,0.077600949,0.16835156,0.197180121,1
0.269020814,0.241528306,0.396573329,0.308707403,2
0.426819247,0.395205503,0.5552694,0.476921855,1
0.402424084,0.256095246,0.41150809,0.419441918,2
0.531917923,0.550809797,0.689562242,0.597129563,1
0.486233706,0.2845159,0.444332091,0.495563828,2
0.386250894,0.170401604,0.30536876,0.38035157,2
0.43632045,0.453079369,0.607616526,0.499399732,1
0.720090038,0.4125544,0.571302892,0.719073419,1
0.330711381,0.464962857,0.617983992,0.42329013,1
0.367280072,0.180365581,0.321834452,0.368315403,1
0.308235275,0.158719286,0.292985643,0.312740553,2
0.545095309,0.451850712,0.60653763,0.58445365,1
0.359137181,0.286185144,0.446364368,0.393363352,1
0.409410526,0.188567455,0.332405421,0.405771221,1
0.539185438,0.214405105,0.364365105,0.521996304,2
0.418019116,0.23407723,0.387988768,0.425893223,1
0.536409147,0.345049719,0.507061283,0.551954695,1
0.286883494,0.416691253,0.575042626,0.377899986,2
0.31260748,0.206810774,0.355279196,0.331911011,1
0.377103346,0.458257798,0.612149279,0.455767449,1
0.409634316,0.238219597,0.392265899,0.420075542,2
0.368904272,0.211092556,0.357234108,0.378184792,2
0.233275949,0.164488678,0.300811989,0.254001249,2
0.330516824,0.213977683,0.364039954,0.348612768,2
0.473125168,0.313692407,0.471871106,0.492508827,2
0.363048503,0.310407473,0.471917014,0.403533002,2
0.353133347,0.161411181,0.296653006,0.350738758,1
0.430566612,0.190043554,0.334069194,0.423852865,2
0.51670456,0.450774258,0.605591294,0.561625854,1
0.347664848,0.187933923,0.331385579,0.3544579,2
0.451219156,0.182907499,0.32513063,0.43925139,1
0.327569381,0.197044115,0.343139498,0.340903108,1
0.141174032,0.192012631,0.336790933,0.193350183,1
0.312201145,0.210810894,0.360183889,0.332864203,1
0.475596018,0.353599057,0.513423475,0.504243246,2
0.221684004,0.113589047,0.227502854,0.225819655,1
0.593773915,0.569249424,0.704252118,0.649644958,1
0.35775184,0.302839076,0.463815165,0.397090955,2
0.484315076,0.436450217,0.592900071,0.532560932,1
0.378008222,0.199475052,0.345618832,0.382813493,2
0.253204002,0.140482306,0.26744011,0.261472357,2
0.402084903,0.302449704,0.460115508,0.43124968,2
0.372005313,0.26664863,0.421579259,0.396987808,2
0.251844028,0.214006949,0.364022635,0.286074088,2
0.561305115,0.536847323,0.678287879,0.616883469,2
0.411712268,0.189726253,0.332556987,0.407804295,2
0.371555985,0.193901156,0.339181552,0.375944023,1
0.469843805,0.400752167,0.560402312,0.512194666,2
0.487196039,0.400918407,0.560535461,0.526095895,2
0.424853733,0.248936032,0.405148391,0.435664761,1
0.610359865,0.541431053,0.681984729,0.656704254,2
0.456445136,0.212815265,0.362605385,0.451858347,2
0.383424365,0.208867455,0.357805743,0.390177658,1
0.306174917,0.141502728,0.268941923,0.305338768,1
0.490672035,0.413383579,0.572061571,0.531859071,1
0.274218223,0.112586427,0.225950189,0.268877767,1
0.556689131,0.500956339,0.648673142,0.605056103,1
0.45109266,0.354230513,0.516106252,0.485291964,1
0.278126111,0.133159134,0.256896192,0.27930779,1
0.658617257,0.412811411,0.571538124,0.668003554,1
0.322130779,0.15023552,0.281180842,0.321432733,2
0.371462474,0.172403149,0.311388689,0.369366869,1
0.247871415,0.167194563,0.304304688,0.267036335,2
0.333135171,0.201027426,0.341759831,0.345409917,2
0.389707356,0.210607325,0.358338693,0.395544816,2
0.25987428,0.162125951,0.29759816,0.274799438,2
0.424580566,0.233519876,0.387336412,0.431136805,1
0.31860379,0.410794323,0.569634927,0.399626118,2
0.309104467,0.144624084,0.273379801,0.308802353,1
0.330272557,0.217911162,0.368797246,0.349644549,1
0.313817374,0.231553896,0.385030152,0.340751111,1
0.47352431,0.371339382,0.532690577,0.507622445,1
0.458514898,0.410620099,0.569530394,0.505764894,1
0.555394725,0.520208003,0.664674798,0.608443704,1
0.247849483,0.296743792,0.457623708,0.310988968,2
0.481357933,0.178798998,0.31522044,0.464026077,2
0.494518336,0.276965563,0.427946388,0.498652279,2
0.317939103,0.260853932,0.418603387,0.353194343,1
0.321927185,0.173992507,0.313488641,0.328950226,1
0.396736933,0.25621757,0.413400475,0.414800671,2
0.418104945,0.262567259,0.420516177,0.433951697,1
0.473699896,0.271532302,0.42829991,0.482567077,2
0.460523029,0.31931026,0.481123176,0.483707548,1
0.552180715,0.522270177,0.666372652,0.606386747,1
0.290512008,0.144109864,0.272586769,0.293461468,2
0.359373201,0.162832448,0.298578776,0.356375331,2
0.430663946,0.264272831,0.422415072,0.444661854,1
0.321106428,0.247177032,0.394754167,0.349171727,2
0.512541035,0.308662201,0.470068668,0.52340493,2
0.65165863,0.479525615,0.630526435,0.676601617,1
0.753608546,0.575501517,0.709182875,0.779290525,1
0.608149574,0.542536687,0.682898008,0.655179618,1
0.442141269,0.331863381,0.493739391,0.472206508,2
0.300266587,0.192017782,0.336443721,0.317089279,2
0.374677126,0.260846717,0.412083454,0.396930746,2
0.343748967,0.22555782,0.377945662,0.3628749,1
0.445622312,0.391338992,0.551653489,0.490649262,1
0.400623429,0.185345075,0.326695054,0.397170327,2
0.197426118,0.084032075,0.176729659,0.193812231,2
0.238269908,0.15703452,0.290678191,0.255293422,1
0.414029562,0.184054697,0.324808632,0.408355926,2
0.403510597,0.246617908,0.402498728,0.417927937,2
0.458573247,0.420258542,0.578325903,0.508272549,1
0.642667761,0.644851146,0.762299788,0.704254623,1
0.441511833,0.17189834,0.31072012,0.427980877,1
0.566910742,0.494648086,0.643368945,0.611720294,1
0.29139284,0.158394381,0.291536246,0.298573867,2
0.252806605,0.147941614,0.277729397,0.263689418,2
0.342920941,0.203208266,0.350675271,0.355307848,2
0.287141525,0.253632884,0.393859116,0.322122542,2
0.423386166,0.222572668,0.374389666,0.427078454,1
0.433177003,0.283404134,0.442850855,0.452023157,2
0.136271656,0.037285381,0.090790938,0.123309437,1
0.679822967,0.470383539,0.622673212,0.697695718,1
0.500501532,0.172786346,0.311895683,0.478358646,1
0.386844279,0.225514146,0.377893777,0.39787207,1
0.498538394,0.214841144,0.365086179,0.487843762,2
0.499692838,0.331748368,0.49376707,0.518688957,1
0.347345676,0.211193009,0.360650421,0.361380785,2
0.324007942,0.198811843,0.345354448,0.338571895,1
0.221930973,0.079318271,0.171353801,0.212915653,2
0.481444148,0.280935234,0.440699799,0.490741272,1
0.635605346,0.358948928,0.52071468,0.637127343,1
0.383898606,0.364079928,0.525695836,0.435052512,1
0.247866454,0.143351366,0.27150062,0.258600571,2
0.524389403,0.504676842,0.651787183,0.580495844,1
0.372213462,0.20254241,0.347848815,0.378654684,2
0.352853037,0.228316239,0.38103538,0.371075855,2
0.660634982,0.386516841,0.547121492,0.664002822,1
0.645567709,0.274287315,0.433461482,0.626613545,1
0.268143836,0.212277483,0.361972611,0.298274061,1
0.302044504,0.167736437,0.305178563,0.310640981,1
0.396981018,0.204100203,0.351933732,0.399957448,2
0.36707067,0.183543456,0.32196745,0.368175279,2
0.465429614,0.281076016,0.438674077,0.478315227,2
0.276487823,0.288050014,0.448278769,0.329670709,2
0.559636734,0.483956406,0.634308072,0.603490698,1
0.395658184,0.239810554,0.394662255,0.409216372,1
0.512484939,0.32703455,0.489000003,0.527945979,1
0.447538691,0.274746347,0.430165056,0.460416542,2
0.362417282,0.204840299,0.345150439,0.371217251,2
0.498154297,0.37636009,0.537410333,0.528656414,2
0.284566519,0.147479336,0.276731807,0.289748825,2
0.494824885,0.284708109,0.444768943,0.502764625,2
0.52036974,0.486828384,0.636750866,0.573125084,1
0.509237494,0.28912175,0.449439859,0.515741946,2
0.247047623,0.167044548,0.304252145,0.26590411,1
0.367700991,0.232348649,0.383623984,0.383802959,2
0.534071052,0.320975492,0.482828248,0.544164304,1
0.48406518,0.253052715,0.40646652,0.484899705,2
0.676841161,0.370033116,0.531408169,0.673974134,2
0.542769345,0.551258432,0.68992231,0.605667332,1
0.319335013,0.192666108,0.337619209,0.332823266,1
0.20973414,0.348189419,0.506196307,0.2988125,2
0.204007181,0.135178942,0.254386525,0.21829297,2
0.543899312,0.461939156,0.615357534,0.585863859,1
0.47073604,0.27380357,0.432930535,0.480076682,2
0.418591989,0.444770661,0.600294549,0.48362027,1
0.40177019,0.204263343,0.352111217,0.404169429,2
0.45860044,0.480543796,0.631396843,0.523535369,1
0.465144882,0.196389406,0.342317125,0.454690363,1
0.505103138,0.226818678,0.379437038,0.496730245,2
0.413080915,0.203154711,0.350762546,0.413025806,1
0.507300831,0.390818814,0.551165812,0.539550214,1
0.175296876,0.319603093,0.481101946,0.265867597,2
0.428522391,0.222972042,0.374859104,0.431842084,2
0.282679875,0.154250077,0.2866051,0.290269461,2
0.455189747,0.255621318,0.412728491,0.462423156,1
0.266405787,0.261865398,0.419733191,0.313526816,2
0.374524428,0.260227349,0.417902533,0.398028047,1
0.369611722,0.261036086,0.418806999,0.394320085,1
0.373584579,0.301062915,0.462052714,0.409173738,2
0.406463118,0.336842798,0.498876256,0.445193004,2
0.410434522,0.274154152,0.433315734,0.430966509,1
0.356092801,0.195693486,0.341441775,0.363771033,1
0.371669034,0.407694107,0.566209162,0.438925408,2
0.270679381,0.109649484,0.221322461,0.264938935,2
0.29013701,0.146652334,0.276244248,0.293826959,1
0.473335641,0.255712419,0.412831205,0.477432801,1
0.288427028,0.148326936,0.278598004,0.292989301,1
0.401628085,0.364468429,0.526071724,0.448969894,1
0.436768362,0.283010193,0.442944014,0.45475875,1
0.431309351,0.165774129,0.302547197,0.417622769,1
0.373386931,0.197455589,0.343447453,0.378620875,2
0.240015636,0.145907815,0.275185245,0.252800267,2
0.610465884,0.519399139,0.663997823,0.651985909,2
0.403467955,0.350727759,0.51266763,0.44664436,1
0.397113729,0.285357918,0.445474775,0.423388857,1
0.36074833,0.197250058,0.343397955,0.368066127,1
0.409375112,0.345298288,0.507296203,0.449810149,2
0.576324295,0.386294559,0.54691198,0.594396464,1
0.311160037,0.204724531,0.352688616,0.330083458,2
0.173018443,0.168579844,0.306305851,0.208219346,1
0.282914209,0.260247852,0.417865921,0.325621435,2
0.332533199,0.049827488,0.11658498,0.297047461,1
0.459227137,0.483930901,0.634286085,0.524875285,2
0.571086198,0.388822773,0.549278,0.590759821,2
0.356198651,0.352535455,0.514444108,0.410358678,1
0.32462786,0.200898543,0.345913698,0.339232009,2
0.350159991,0.233426647,0.387197672,0.370537136,2
0.365811199,0.297954897,0.458904093,0.402080386,1
0.280282638,0.180566498,0.322095654,0.297267783,2
0.39067831,0.274281971,0.433455634,0.415073139,1
0.453934281,0.211632712,0.361175205,0.44943853,2
0.434315132,0.336476871,0.498505172,0.467211244,2
0.556343821,0.361786347,0.523152743,0.572227436,2
0.238960931,0.115590058,0.230580781,0.240757189,2
0.428509905,0.333924388,0.495883674,0.461883714,2
0.360782276,0.188048561,0.331742136,0.36528914,2
0.255017771,0.148138651,0.27833386,0.265636895,1
0.635255701,0.199189043,0.335804366,0.601069843,2
0.658434559,0.463479804,0.616689723,0.678719004,2
0.383887562,0.287659879,0.437606965,0.410905119,2
0.331581859,0.221773094,0.36244671,0.350686343,2
0.539795783,0.269498679,0.428201171,0.536251748,1
0.304731193,0.200721445,0.347358934,0.323684076,2
0.246944261,0.187952886,0.331619757,0.273180632,1
0.266524475,0.223902216,0.375975874,0.30090599,1
0.630662375,0.337820989,0.49986486,0.628289466,1
0.346629191,0.1942239,0.335640407,0.354806036,2
0.754976665,0.565301785,0.698468017,0.778295503,2
0.591597413,0.368471152,0.529934232,0.602815751,1
0.338704171,0.344911555,0.506910141,0.394831905,2
0.378710465,0.229624815,0.381392137,0.392285784,2
0.506678899,0.35174987,0.513672583,0.529376071,1
0.185449238,0.108392363,0.219401986,0.194280912,1
0.22567438,0.101520229,0.208479391,0.224532284,2
0.681985978,0.521015136,0.66419584,0.709811495,2
0.477355513,0.436305991,0.592771337,0.527054934,1
0.053093934,0.063698598,0.143247799,0.068253382,1
0.572744826,0.515693096,0.660946736,0.62112211,1
0.570507543,0.546563339,0.686147388,0.626304866,1
0.312581287,0.240246143,0.39516052,0.342589073,2
0.550114633,0.226266559,0.378787075,0.534246424,1
0.453520012,0.271028474,0.429885938,0.465193062,1
0.35396561,0.304461621,0.465744928,0.394658009,1
0.358996201,0.201518309,0.348730302,0.367928294,1
0.322028051,0.142289768,0.269457429,0.318626014,2
0.443879556,0.216072453,0.366436666,0.442253051,2
0.45430358,0.410513447,0.569432393,0.502434105,2
0.407857483,0.347702535,0.509672267,0.449272907,2
0.370882584,0.161467148,0.296715482,0.365553093,2
0.464791038,0.340723571,0.502762508,0.492739956,1
0.505127911,0.492267123,0.641358936,0.562489607,1
0.288844755,0.116254902,0.214296835,0.278548018,2
0.36960067,0.284511915,0.444563847,0.401173545,1
0.511184256,0.115046556,0.229023373,0.47247761,2
0.317103881,0.18500516,0.327828999,0.328581832,2
0.285611742,0.208087489,0.356848783,0.310717483,1
0.385568964,0.303233026,0.464458117,0.41924278,1
0.366291427,0.391839133,0.549967,0.428742709,2
0.550557919,0.290765693,0.451200833,0.550542384,2
0.498883936,0.355057246,0.51691566,0.523889678,1
0.559587137,0.447813939,0.602983527,0.595108703,1
0.363573342,0.158309965,0.292425907,0.358478953,1
0.485515768,0.269348868,0.426332106,0.490873559,2
0.37964722,0.200381749,0.347314881,0.384553223,1
0.353422154,0.299574722,0.442008108,0.387657612,2
0.383144541,0.244806697,0.399455274,0.400628335,2
0.477656663,0.424675004,0.582325848,0.524383779,1
0.292070716,0.176246392,0.316383694,0.305328652,2
0.443932156,0.412766235,0.571464808,0.494882199,2
0.249370393,0.218059012,0.368967234,0.285535973,2
0.319538216,0.176518616,0.316810854,0.327806877,1
0.508026837,0.277466595,0.436932341,0.511800369,1
0.300822381,0.18654607,0.328213273,0.315427981,2
0.31912383,0.20815383,0.356930235,0.337587664,1
0.527280752,0.419910181,0.578009594,0.562635896,1
0.310305752,0.244422568,0.397950663,0.341631308,2
0.354384873,0.347568528,0.509487446,0.407583018,2
0.232349825,0.106840004,0.216944729,0.23204812,2
0.438584241,0.397829097,0.55771397,0.486815457,1
0.274261648,0.355579666,0.512037584,0.348577672,2
0.509287537,0.255358825,0.412432448,0.507218074,1
0.195715129,0.122219021,0.240672669,0.208035667,2
0.209779328,0.35570787,0.514406728,0.30163209,2
0.250811005,0.156216989,0.289555081,0.265093915,1
0.768199079,0.640673215,0.759177289,0.803690254,1
0.714484617,0.547372297,0.686798863,0.741819623,1
0.316262798,0.220360299,0.371741544,0.339160931,1
0.434897775,0.266832292,0.421895162,0.447992433,2
0.396193151,0.226757932,0.379369794,0.405887051,1
0.314576055,0.203603602,0.35131849,0.332470492,2
0.313163702,0.298806328,0.459402473,0.361145089,2
0.503442299,0.290038818,0.449995426,0.511504499,2
0.410749976,0.203163909,0.350773951,0.41109316,1
0.391051099,0.220152953,0.371084425,0.399655207,2
0.312784114,0.17237547,0.311203991,0.321229651,2
0.457150827,0.387284206,0.547844361,0.498695684,1
0.343401143,0.19739788,0.343583401,0.353909394,1
0.376114787,0.32306368,0.484960959,0.417423318,2
0.441926493,0.307351966,0.468763408,0.465509735,1
0.290289186,0.276446298,0.435680792,0.33652401,2
0.54480859,0.317253295,0.478287658,0.552627214,2
0.32726495,0.169095759,0.30695046,0.332047252,2
0.503311797,0.446238465,0.601592505,0.549939449,1
0.292788911,0.162361625,0.297942221,0.301293261,2
0.610092289,0.519281248,0.663899763,0.65166246,2
0.262576495,0.327326252,0.489148201,0.332803303,2
0.280074807,0.23801352,0.392577756,0.316191833,1
0.392344034,0.254704442,0.41169387,0.410807116,1
0.532608353,0.551781501,0.690341947,0.597889992,1
0.338004787,0.192505598,0.337415868,0.347977778,1
0.51195222,0.290072163,0.450529763,0.518239126,1
0.367037324,0.207157805,0.355706224,0.376220149,1
0.522347968,0.340192199,0.502211073,0.539263386,2
0.318670086,0.23483802,0.388878196,0.345649332,1
0.488906649,0.484314315,0.634612855,0.547926625,1
0.270361591,0.108017914,0.218796243,0.264114635,2
0.47342102,0.269221167,0.427895111,0.481068055,1
0.478555368,0.262835381,0.420799798,0.483624591,2
0.527647906,0.288898261,0.449274328,0.530941498,1
0.445232286,0.206559184,0.354750899,0.440723864,2
0.521340513,0.42167034,0.579606598,0.558308017,1
0.346180479,0.159212716,0.292214239,0.343958093,2
0.407597738,0.224175652,0.376257986,0.414499687,2
0.519006092,0.292061987,0.452652819,0.524571549,1
0.537695802,0.334011681,0.48257705,0.547125983,2
0.485983184,0.402788191,0.562312312,0.525520335,2
0.432935927,0.33624902,0.49829101,0.466045771,2
0.333371808,0.271700316,0.416926795,0.364928804,2
0.244516376,0.200431141,0.347376458,0.275624827,1
0.450109973,0.2518751,0.406158065,0.456679016,2
0.327578363,0.196355087,0.335364716,0.34103364,2
0.526097105,0.441866853,0.597721047,0.566948378,1
0.337852898,0.307206611,0.468526301,0.382911601,2
0.459483363,0.34233828,0.504360631,0.488902646,2
0.290591293,0.306246777,0.467610679,0.346180841,1
0.385851637,0.15731374,0.291061263,0.37683593,1
0.213922812,0.085056091,0.181240332,0.208456134,1
0.485476124,0.242610351,0.397896987,0.484063856,1
0.628432119,0.685221162,0.791999279,0.701540339,1
0.506126187,0.466796377,0.619572861,0.557139594,1
0.531566435,0.446503526,0.601609917,0.572354647,2
