,Contrast Feature,Dissimilarity Feature,Homogeneity Feature,Energy Feature,Correlation Feature,ASM Feature,Mean Feature,Variance Feature,Standard Deviation Feature,RMS Feature,diagnostic
8,0.3626327213478052,0.2943503448915804,0.8593750843429557,0.242684651605279,0.9869683659077232,0.0589548206255195,0.1460198195880662,0.0095305218707385,0.0967140225116729,0.6786076650001301,3
1873,0.0522748240896911,0.0521235987353814,0.9739533231677402,0.6271606334973954,0.96014401658056,0.3933454187474778,0.014490213744498,0.0005400660628292,0.0222703660310494,0.2505996889462827,5
2128,0.1289418045640259,0.1257146851255831,0.9374603379213496,0.4489068821158024,0.96808329492766,0.2015473276644769,0.0555160341252631,0.0045066069804239,0.0661923659737256,0.3644981856440441,3
2122,0.0694333839933582,0.0694298705615082,0.9652854160624308,0.3733781234574969,0.9894421612414612,0.1394128621514759,0.0236248421934926,0.0004577060481926,0.0204251445002988,0.4127124270450329,5
2130,0.3848803572039869,0.2946556990971144,0.8609096861236427,0.4142236373507539,0.905999757734392,0.1716341593451324,0.1034726905457899,0.0164471260042054,0.127365776497177,0.4748070485048102,1
1992,0.1097890451455636,0.1086865378300012,0.9457669818165556,0.5207708765885862,0.957487392735748,0.2712636059635702,0.0083749334908984,0.0001035021802528,0.0092196997897935,0.1848636448186889,5
1412,0.7288899815149847,0.551857954559791,0.7415686935371243,0.3037809915450244,0.7623281797336199,0.0924266996531625,0.0051427512217318,3.143850101334438e-05,0.0046890249273204,0.0944334269777306,3
2200,0.2621092761583792,0.2427409159276365,0.8805347270943098,0.3799499011002591,0.9093936231154988,0.1445108022529641,0.0240530771400704,0.0004914309972142,0.0211992688393482,0.3863871164816456,1
1551,0.1332722685473815,0.1325975490960099,0.933768697397132,0.4215355489569662,0.9742740603699024,0.1777049219662457,0.0107237124070924,0.0001619798985666,0.0117657393881698,0.2359988870550919,5
409,0.0867321114536144,0.085150633223283,0.9575828312113916,0.6948494656371901,0.9339469566052968,0.4828433662182818,0.0234661268674443,0.0021088066548112,0.0449648719059334,0.1972314841850806,5
1719,0.1100825377424237,0.1098013489992478,0.9451263228911688,0.3367217183150265,0.9909747525994834,0.113390314345165,0.3187327996941837,0.0783965710898772,0.2792650224977511,0.6904016861727662,3
399,0.1791962665735681,0.167078059463014,0.9176356621291166,0.3474149004993112,0.9690402284112178,0.1207704782299565,0.0632940532124112,0.0038970329827011,0.0614831252181035,0.4184900115165382,1
1927,0.2664297565930195,0.1996262466442065,0.9061928878692356,0.2793541722030367,0.9827121272950804,0.0780688584722127,0.0415509916927874,0.0010962256372088,0.0321437629353762,0.4887789755085154,1
1610,0.1792592891043822,0.1773179391180925,0.9115343054943572,0.4748393138310167,0.8945673044259611,0.2255593678384294,0.0330801247289474,0.0010345148777339,0.031197837352723,0.4022292352263591,3
1767,0.364526184620321,0.3253526396257644,0.841208226305941,0.2444382966183991,0.969218316138042,0.0599055438278112,0.0170975934208572,0.0001554545031299,0.0115073191108778,0.2351400367106865,3
2101,0.1536402905028484,0.1531490244777217,0.92347386509164,0.4167424641129841,0.9443072240364828,0.1736940422122277,0.1168049451428077,0.0126359106556114,0.1115134985538831,0.481318160339538,1
1907,0.2353282011715638,0.2039426158359092,0.9010453500175668,0.3408183391446466,0.9596697247713014,0.1162248947123112,0.0593534746467726,0.0033051936258564,0.0565434201823294,0.4483985063314802,5
2104,0.1458136498908711,0.1312496092040095,0.9356935108676157,0.3100641641575106,0.98712700093841,0.0961621539588949,0.2851876306853946,0.0676125400553931,0.259275149187765,0.6653726548218551,1
1439,0.1590030409402318,0.1538801389277325,0.9235707598167784,0.3519790598728823,0.976187231132555,0.1239338628612728,0.0437619003026439,0.0022005738472239,0.0459541680431165,0.3760764338381408,3
358,0.0788154931581415,0.0785655833941616,0.9607421992793173,0.4440303125968746,0.9737454465772192,0.1971774087953708,0.0395539569830882,0.0014953002457299,0.0377069835285494,0.314502779307671,3
593,0.1769421618153301,0.1695890495417023,0.9159306928385058,0.6677288989095975,0.9262064498177164,0.4458991555821924,0.005752100162325,9.370267376839603e-05,0.0087281685493642,0.1739762622392519,6
991,0.121367019252452,0.1207036632953018,0.939714448385064,0.329538156924357,0.9859657481328932,0.1086403075252688,0.041533459639796,0.0013622900828705,0.0359459342745671,0.4299242435118766,4
1701,0.5171292052028736,0.4092932967707229,0.8057832833766981,0.2647714365308619,0.942050749391969,0.0702416065491343,0.0026443478944438,9.980512309397153e-06,0.0023065435627282,0.0464449239809825,1
2245,0.1853616870054933,0.1643788750458746,0.9197717245379976,0.3140017474008679,0.9807702782774566,0.0986151309288721,0.0885639855259938,0.0068649465490613,0.0819305645270381,0.4235703456237408,2
745,0.3084731125646641,0.2882689729736346,0.8578824012242835,0.3514948563536383,0.9079703883828238,0.1237723012128567,0.045932139155442,0.001434857194013,0.036916856424187,0.4445914591358649,3
378,0.1530051644973724,0.1388093061729875,0.9318621915789516,0.4258223589738012,0.962609267004732,0.1813584124073433,0.0624836597692325,0.0057636345144278,0.0749877286998397,0.3722409053731287,2
2129,0.1222291053960433,0.1170228518369042,0.9419831722994896,0.427555926171705,0.960811638342268,0.1828453453267605,0.0743148427568329,0.0063130458169957,0.0785270865364329,0.4182949245522814,1
2013,0.1499605933431874,0.1482781174999012,0.9260273782044234,0.4359262545998659,0.9486500185361044,0.1901402781921272,0.0127463472818028,0.0003042624322274,0.0164756248004802,0.2517935285153634,3
2083,1.7060315580764764,0.7949571021102968,0.6822154370575179,0.1948760374440248,0.8514333389721709,0.0380553287762066,0.0025398598922287,3.7886155135291854e-06,0.0011821299451118,0.0247497558204887,1
2231,0.1920133413438451,0.1679636193102124,0.9182886669098654,0.4153273578185283,0.9469056255360856,0.1725657255169639,0.0419600037126931,0.0025332672530307,0.0493781914680062,0.2781514619356766,1
1514,0.3709105190478397,0.3372915971793471,0.8347157166682417,0.3332743916959262,0.9355325957707558,0.1120838253145025,0.0055884117781753,3.3696044158690434e-05,0.0048839969583334,0.0985164128772193,5
1311,0.65218414492544,0.4194996561732865,0.8124600472374226,0.3396356553795376,0.9367380289109576,0.1154518892008445,0.028599054766007,0.0008067151223057,0.0274349939470821,0.2935510193953763,1
1957,0.2797636869210533,0.23877532423157,0.8846365360848364,0.4003394224918163,0.9237326943797024,0.16038466877799,0.0445088854308964,0.0023261387918896,0.0472749932588827,0.3658233987529917,3
1590,0.1010348426414058,0.1010306617482509,0.94948508721519,0.4071447185323637,0.9853445841749208,0.1658040413574507,0.0620560270724775,0.0034837584661434,0.0580773009946382,0.4527105710072105,4
2159,0.2216859067953459,0.2028819205029048,0.900402513704511,0.414498349260279,0.9308047985196344,0.1718537656063074,0.0328575297065517,0.0015793153100815,0.0387791997655328,0.3022276395831521,1
403,0.1767297903897991,0.160887881304549,0.9211089016062456,0.3520395628700277,0.9709388037688942,0.1239879976767154,0.0167630211069587,0.000321270571058,0.0169562257546308,0.3409103440383553,2
621,0.1211225495316796,0.1206679134259262,0.939711506897612,0.4221429975643092,0.9622389629766076,0.1782504995736635,0.0233413642846163,0.000577192415205,0.0230559478225892,0.3836667844566953,5
1367,0.1199943038793783,0.1168590902522764,0.9418795931070704,0.3975079262805022,0.977566356283881,0.1580347600412925,0.0599001835672566,0.0046125025563153,0.0669772133335117,0.3588844652366757,1
504,0.2246257054017018,0.2169519489932627,0.8922899432523916,0.4150337321424886,0.9275262691966608,0.1726145474175513,0.0344342392700391,0.0013425993458509,0.0356780480403701,0.3325370142852513,1
636,0.1397008736130278,0.1391869655173884,0.9304579080508696,0.3916740083768313,0.9616339506370766,0.1534781688963181,0.0425374415408804,0.0013266407324497,0.0354594927203208,0.4846640909458852,2
1690,0.1268941460290143,0.12662773393676,0.9367127742408456,0.4796986888623407,0.9348255952375304,0.2301949504002575,0.0128422293237169,0.0002519582491836,0.0149070131702589,0.2986990970049321,3
1314,0.1118143484119482,0.1115501030958138,0.944251349348472,0.387261272260348,0.9811753332611394,0.1500149979742817,0.3191510328820731,0.1335043553043761,0.3647397893013008,0.5832793197790841,3
1441,0.7336137268768379,0.4777948090159708,0.7842434037766061,0.2245601312508934,0.9396086158040706,0.0505435152137366,0.0080286819995108,3.3812828520550094e-05,0.0048939079872639,0.1005541782170985,4
201,0.4599260221175806,0.3617209014124598,0.8286834446994001,0.3122256082225371,0.9331893875045744,0.097727387489285,0.0442075051184031,0.0017572076850425,0.0409591977087696,0.3736248570282238,1
99,0.111446465382003,0.1103522561404274,0.9449327626960354,0.3379283467492573,0.9905333101080392,0.1142151973713501,0.1025575515698502,0.0094726077158939,0.0964166680965344,0.4808710883860095,3
1242,0.1485318783635738,0.1403582167629643,0.9306332411012938,0.5400578893756081,0.9787509992073082,0.2917252261457677,0.0138727386649716,0.000424141857882,0.0196259040298243,0.227425257607078,5
943,0.2383906922025406,0.2286328842708311,0.8866564948942621,0.2951570196658058,0.9777286761669568,0.0871800977638085,0.1214860818194382,0.0099976755910609,0.0990802808633772,0.6183590241073395,4
1783,0.2644222802310422,0.2074059350597503,0.9013005236989564,0.2977461928707983,0.9719052402154112,0.0886935871338439,0.0231115880386441,0.000462911765524,0.0205464508960375,0.4147595425134677,1
628,0.3240263354231343,0.2793655116589475,0.8647125311878967,0.2450200027710906,0.9798208972395516,0.0600851339882675,0.0074576063414558,3.607840518806004e-05,0.0050829917947516,0.1037188340456512,1
2157,0.0872799995868732,0.0872617462060471,0.956370952235059,0.3758238605698379,0.9879816654884466,0.1412843000417157,0.1715051050793866,0.0287357450440327,0.1686765130789543,0.4924536009504119,4
771,0.1535294951075733,0.1533299211881348,0.9233549967978764,0.4209026434817881,0.9530927246209676,0.1772005275749647,0.2236666630871638,0.0466664267131441,0.2152309506616705,0.6393718663797929,1
328,0.6293249162360376,0.4376204261073805,0.7998701599529677,0.328301639667022,0.8405798069003885,0.1079677204245221,0.0321319758555208,0.0009390181461133,0.0296766156886377,0.3215295214795511,1
673,0.1614511201348775,0.1591390198118789,0.9206574052504196,0.6369371177933589,0.9534685459864496,0.4058836848808913,0.0150717678430183,0.0008865832129444,0.0288083685217078,0.2048638778534216,5
1122,0.1005115472072037,0.1004361993813867,0.9497894350918884,0.4336318006499006,0.9731864473913624,0.1880734928003886,0.1568355144253169,0.0245481135284398,0.1558259097293858,0.5529451454168964,1
1107,0.068380823329911,0.0683463071019173,0.9658302980718408,0.4388566163091223,0.9791365227374912,0.1926035615677474,0.0810571698553439,0.0090058782776522,0.0939863243852848,0.3622100734151812,3
2188,0.0882844446056991,0.0875825161706864,0.9562788673441311,0.3562221753558477,0.9931545848248524,0.1269120796756644,0.1602980134082024,0.0196945280112908,0.1394685377702362,0.5012645378095564,1
2235,0.658680606849331,0.4605593512949479,0.7888095507014607,0.2545334524619974,0.9162636797277546,0.0649141407936185,0.0054815042785709,2.0706459503658957e-05,0.0036520476490145,0.0745824262530396,1
2042,0.7831122210297191,0.551777506507631,0.7466311438755248,0.3134616920228044,0.719705379659485,0.0985349071846961,0.0066614611016584,3.3568196557361256e-05,0.004873127906822,0.0990566524196483,3
1153,0.1130966646873517,0.1130537289763456,0.9434774290829278,0.4424007975117007,0.9565995085004873,0.195753962328764,0.2759792316677399,0.0390159059170327,0.1967127218747243,0.6343619452477695,1
868,0.2510616779393531,0.2401498307393386,0.8810157980362731,0.3295579946452663,0.948870894081874,0.1087468908101615,0.0099320869205233,8.49740773639059e-05,0.0082684634243631,0.1672098413010377,4
2169,1.1378934850383513,0.6316243114242814,0.7312320007061154,0.2128739581413977,0.9058804326025914,0.045424736907567,0.0284811844658231,0.0003386744399896,0.017435053826699,0.3584484932526007,6
1941,0.0942798767394311,0.0942569241285078,0.9528738331968384,0.4736507525975645,0.9701807644112692,0.2243580554805819,0.1105322585319465,0.0147391214975828,0.1205174990133714,0.3755594917442492,5
1718,0.2365624038655337,0.2151452359736499,0.8945333959285859,0.3947527748522452,0.9211082390386705,0.1559297002067502,0.0051023256151132,5.394857975521079e-05,0.0064074588855334,0.1280357280454574,3
1902,0.0816144612065407,0.0812037424929095,0.9594390698158192,0.3957314205379522,0.986888492845276,0.1566213942504742,0.1450461037922265,0.0229277118962449,0.1505613084813431,0.4983483119108806,3
804,0.8229016757037239,0.55408784051029,0.7486337388316282,0.1858748207691649,0.9646154550969522,0.0348522968175818,0.0128143350672369,5.777382105810282e-05,0.0066613326220764,0.1386446628287302,3
1838,0.5192247918683569,0.4090410729542012,0.8062274892600103,0.3389805226536465,0.8886786313007613,0.115079597091511,0.0118192373161642,0.0001587893499563,0.0116400458577906,0.2341334675822522,1
2209,0.0616255667462599,0.0616013256648825,0.9692017612756966,0.4925300356284041,0.9720491275607024,0.2426106804080486,0.0860823991105879,0.0112414256452901,0.1051233228349177,0.3917119008619958,4
246,0.2002568951036748,0.1828551839158384,0.910217562739686,0.3655532815961085,0.9717987301808968,0.1336639912868837,0.0959333960168223,0.0097655110198072,0.097911380259193,0.4349858959309985,5
2059,0.3108794765430087,0.2770534531466136,0.8648138159796842,0.3221074893019828,0.937840446760524,0.1039217720586725,0.0025244623039297,1.121503154575672e-05,0.0024878283735123,0.0498912098968971,2
1006,0.656922906190169,0.356825781683717,0.8485034291828651,0.3758704047346971,0.882433605226278,0.1413377264389309,0.0282001928591996,0.0010875755799179,0.0320128042627075,0.3191528135774865,1
2046,0.6713790741835763,0.4381082967680789,0.8027144745094333,0.3204441042049768,0.8941769386797795,0.1028487296826569,0.0164314588903513,0.0002552771933993,0.0150111117443887,0.262841877048123,1
423,0.1347523402612855,0.1262356492505396,0.9377231210017162,0.5102152653127486,0.9517331200310076,0.260382953042685,0.0194256773161558,0.0006969041111379,0.0254305452511156,0.2854492666935858,1
1598,0.1475222273984299,0.1447733744270806,0.9278851698936406,0.4870183756328725,0.927049072643846,0.2372655393647866,0.0825140910798376,0.0075481664330483,0.0859595704476734,0.4720514682806582,1
651,0.100317838244257,0.100277972844061,0.949865000117989,0.52055486216812,0.9622095820731972,0.2710517107961034,0.0139387256034707,0.0003447646823989,0.0175997040265964,0.2394326197944122,5
217,0.1736446807819609,0.1691487245229296,0.9158726276993444,0.3653783952815146,0.9608083329850544,0.1335372294118677,0.3541843001161725,0.1458330873242662,0.3812549677683757,0.5892415664523218,3
881,0.1752547884500742,0.1748871647713182,0.9125931799822162,0.3909555896935051,0.9470137596072822,0.1529091659536773,0.016543851240825,0.0003007517905248,0.0163747704844825,0.3294094403209858,3
1855,0.3693363828340785,0.3197756615366448,0.8448376701691467,0.3345306915515066,0.9513582549255568,0.1120461469102082,0.03123586989198,0.0009245911349755,0.029440193575759,0.3466897549412773,1
1459,0.1421911168700843,0.1348021409069003,0.9333348155488016,0.4078563021387723,0.9870233038574104,0.1664070160856962,0.0071073336658003,8.618783765132925e-05,0.0083337412793704,0.1668380830866269,4
1330,0.0592552237459389,0.0592552237459389,0.9703723881270304,0.5330122880924992,0.9705633632498054,0.2841135440888587,0.3544544939673487,0.1153393926599339,0.3389478257406653,0.6607509412853767,1
1014,0.291892644444375,0.2540867369105456,0.8766119197156446,0.3760005668192898,0.934708772423155,0.1415682213519657,0.0109229507467859,0.0001712953574571,0.0121258493335899,0.2431629227019848,1
484,0.6900802614187589,0.4887580068403344,0.7749483615147581,0.3200487092805094,0.8435522600917977,0.1025792326125911,0.0005934479710067,2.4814030287037493e-06,0.0008604421197873,0.0169633558492467,5
1613,0.5653928213260453,0.3890347584914833,0.8222897803420698,0.3001291710249495,0.9034252232889264,0.0901645480543976,0.0674815333825227,0.0036746197517002,0.0596739593188432,0.4905886597678686,3
1468,0.1307847032044354,0.1304895584767523,0.9347847352343922,0.5278149177806006,0.9108656089712384,0.2786916463139782,0.0041010869476602,6.268464555453607e-05,0.0069754379519529,0.1387741849004281,2
177,0.2201497713675917,0.1686246044283156,0.9206917673399628,0.4120033881555978,0.9595366855447676,0.1698078844059687,0.0599593863280043,0.0055884556767612,0.0738240246276591,0.3851133903996337,1
835,0.331821623363,0.2868473904576896,0.8610315257870461,0.3394533258715916,0.9259534110513902,0.1153342805566207,0.0945775608119733,0.0054521264278948,0.0729057213630416,0.534239805280043,2
1991,0.1274703145937652,0.1274196566740327,0.9362952374549568,0.3199352110714767,0.986105856535438,0.1023711617951635,0.0037120024773126,1.8824212364922662e-05,0.0034453943984963,0.0692989598844615,1
2074,0.1453724348811952,0.1404428042192704,0.9302452867945704,0.2836851298880498,0.9898637905389484,0.0805154063112848,0.1134674858755541,0.0090600869176718,0.0942717802218736,0.4849821507205605,4
737,1.5964346984102242,0.8184662990960101,0.6617640383746943,0.1576335500942676,0.9136834069334188,0.0250232811798918,0.0069386020219831,1.3309782631852213e-05,0.0027756484686208,0.0593796649683395,5
510,0.2218328416526886,0.2082679650600741,0.8972167135747116,0.3931323695294433,0.9385244581792564,0.1546794753864798,0.0481677843328344,0.0019827466376814,0.0435701072428096,0.4098831038744023,3
597,0.1389107007149341,0.1325626890953673,0.9343405801896691,0.4255915395676754,0.9629417527380674,0.1811509676164005,0.142458483180125,0.0290635598669381,0.1696416446318161,0.4700293632750034,1
2028,0.1399182984519119,0.1395099669193664,0.9302858496935712,0.4163306691244886,0.951225680408058,0.173361894928456,0.0221791956738514,0.0004373412985464,0.019943849542923,0.4024346308013949,1
570,0.1597221613336049,0.1589040707283028,0.9206297736963788,0.4290071143312686,0.9519134182613254,0.1841098953442179,0.0078363969845595,0.0001273771954251,0.0103284272821818,0.2063727989316802,3
449,0.0916870828254734,0.0903329201887527,0.9549685726561334,0.4430548267425128,0.9692613830196732,0.1963270585112128,0.0980914551686563,0.015112588555524,0.1220474814692863,0.4332130681039283,1
580,0.0839679095735935,0.0822685065351687,0.9590346957563056,0.5038405294657663,0.9855496855153868,0.2538629017612116,0.1305112595986738,0.0232089138338827,0.15148795254592,0.4824928137968323,6
1470,0.9799623343115742,0.5136245861551152,0.7850727629555012,0.3072017601178964,0.8730647003022075,0.0944891676321677,0.0536850213603828,0.002471133312295,0.048756611093128,0.4010586855371069,2
490,0.1786352115397326,0.1616013050250972,0.9208939945672582,0.3852941130626421,0.9751410298925064,0.1485229331789926,0.0024572475369125,1.6108488316910188e-05,0.0031291109304395,0.0623832040728708,4
225,0.1234100640006516,0.1224167790283305,0.9388903493523134,0.4581864861878971,0.9576069875685532,0.2099455703567446,0.0089782838421218,0.0001228786724255,0.0101279594980819,0.2029840027679674,1
1569,0.1642721562852645,0.1638087058637107,0.918140754087056,0.3995644887944521,0.9472238360971972,0.1597709242784517,0.0163089265306958,0.0003502092382901,0.0177456747090453,0.2971724991843153,3
1959,0.6745292100072613,0.4007972898630265,0.8243748694301286,0.3889763635153919,0.8429550842557885,0.1513996893387909,0.0155834843824941,0.000345552564364,0.0176208982090767,0.1870158800403172,5
1960,0.1898457408126817,0.1832771112908104,0.9090180479952282,0.268062347746695,0.9868055408266374,0.0719104834631532,0.0229370316605988,0.0003252165504737,0.0170659021074867,0.3469639976771698,3
871,0.2659245450856384,0.222416593995986,0.8930556149321438,0.4267807069970019,0.9110700424149976,0.182200447965371,0.0425690529826848,0.0024324102938378,0.0483652732949335,0.3465061960478668,2
1003,0.5268223051527675,0.356001649556646,0.8383542901356423,0.2836777832892856,0.9426771698658865,0.0805543173903396,0.0165407259794413,0.0002256520976048,0.0140565081121095,0.284151736856404,1
22,0.1313546241166307,0.1309635447230236,0.9345573355778488,0.3909924005270878,0.9653925959682754,0.1529475696899239,0.0192890417241462,0.0004554341320481,0.0203719874319424,0.3400882742493776,4
611,0.1281532006425256,0.1246636324777086,0.9380114652463512,0.3558988297982821,0.9836889516507772,0.126688510338756,0.1258946152196741,0.0177543343597748,0.1323697383503762,0.4963833585423972,3
729,0.2100869761649822,0.2057480780279234,0.8975594506805088,0.3499738263048919,0.95920729656395,0.1225499046837876,0.0030807568165267,2.2718929518048555e-05,0.0038633234609335,0.0771008013739684,1
1323,0.0901979032324103,0.0900804188923143,0.9549715389878526,0.4045284880861311,0.9848425175701792,0.1636609517581209,0.2010827131283506,0.0401240216287325,0.1995008806535292,0.5486251693818319,1
411,0.1758518184475146,0.1750414698884543,0.9125599145710634,0.477129382232338,0.8855767675972428,0.2278089009183492,0.0125175222275983,0.0002744107200139,0.0155985196320633,0.1998597299582233,3
338,0.0811006989831793,0.0811006989831793,0.9594496505084104,0.46223647021005,0.9793336060780308,0.2136806960820051,0.2834703824044028,0.0905642130914824,0.3002311446433959,0.6383597234931261,6
605,0.4818096156741175,0.3987969651958175,0.8087812715964853,0.2690290147791453,0.9279963046000668,0.0725152006596911,0.0085278827660979,4.869542185056962e-05,0.0060439529034681,0.1230891526971228,3
1095,0.2263331812367831,0.2213981024348714,0.8897940676954247,0.4316719145567563,0.8974352945360078,0.1865409811388003,0.0106840903553522,0.0001932474547978,0.0129377470482527,0.2589822898775732,3
2045,0.3437100208458754,0.274674357222342,0.8693945510642762,0.3409189635639822,0.9386049519294906,0.1163610440161045,0.0610623068788926,0.0034972021407192,0.0581911742929007,0.4413004557782522,4
1335,0.0952823386792192,0.0952753155075175,0.9523630445634116,0.4622830026994464,0.9606416909557726,0.2137334170725312,0.2134261117797259,0.0375368971782308,0.1929289073840706,0.5156609807321173,1
2162,0.1251433512273638,0.1246412961429203,0.937729557436984,0.4838881722423751,0.93157533222594,0.2342216288005063,0.1315966599840767,0.0217292896028711,0.1465469197972816,0.4722436746951665,3
1375,0.2769329671351684,0.1883001963504279,0.9138337937837951,0.329501126703752,0.9742120141150902,0.1085948052688115,0.0552220377965561,0.0030132776329736,0.0539437253270157,0.4495223213118455,1
1035,0.2114143063453947,0.2002283844314275,0.9009913471649488,0.4079807059931992,0.9310696070971232,0.1665287534454453,0.105966845130042,0.0167147977502587,0.1284061707959664,0.4889958439094768,3
1160,0.1685485063703128,0.1657873409897646,0.9173795823405262,0.315845649229546,0.9808488794192874,0.0998017696333512,0.1100543343275488,0.0094679908302509,0.0963929240943866,0.4722184038519286,3
416,0.2747030908788995,0.2471358212265765,0.8791090700663572,0.3852692632138887,0.9128522992832262,0.148587646167274,0.0107856892400579,0.0001359627674106,0.0107015099623821,0.2151926248704193,2
1504,0.1044064014312421,0.1030332617600021,0.9486078385285344,0.448752469165004,0.9694574402259972,0.2014397492287233,0.1356479875542957,0.0293941782727067,0.1706095331444716,0.4586125134567617,3
970,0.3939694867943802,0.3486084643037338,0.8301960554730945,0.3157298497830107,0.9269018555512398,0.0999926352528356,0.0081111376181205,6.30272322006083e-05,0.0069968909106271,0.1412773021574257,1
1098,0.7170187413500484,0.4308511884944211,0.8105764039608485,0.2195875135262831,0.976991019142621,0.0482735388309749,0.0105676238120658,5.177672887273586e-05,0.0062593749620039,0.1289042961759155,1
670,0.1833818404907827,0.1828193046087529,0.9086466012838263,0.4282643186978034,0.9227776009318084,0.1834648780719143,0.0991046746112373,0.007032238523334,0.0829349782879663,0.5157506544706536,1
1154,0.8741996443262431,0.5444428061031381,0.7589222331450147,0.2396145986096648,0.9055990146696477,0.0575457665066076,0.0321319758555208,0.0004854887916236,0.0210648410154796,0.3584240495214743,3
12,0.2360831329874359,0.2075317085401653,0.8990521871553878,0.5203344965478484,0.8572476828708713,0.2708415955112037,0.0581153435691138,0.0058356250612163,0.0754608245871163,0.424416603646904,5
1354,0.1278751418821812,0.1246537460083649,0.9379888459037412,0.3667690316949911,0.9755207817421024,0.1345642507250476,0.3294586703175174,0.1131948369496126,0.3357724893532108,0.6864616248402928,3
579,0.1948284217736186,0.1921956777221475,0.9041650465767428,0.4186653625997508,0.9353780691783398,0.1753666503029567,0.0144640940091961,0.0002355213576319,0.0143810994426564,0.2892401749520457,3
2037,0.663226261193933,0.3980120359562655,0.825233891819545,0.3118844583145822,0.8883580602027129,0.0973952010875275,0.1649789023251583,0.0205413100315261,0.1424566937737431,0.6017760740284473,3
1790,0.3294763414079258,0.2716814422563172,0.8696724804649659,0.2594228677629288,0.97981021404922,0.0673505169887986,0.0078042875947809,3.865147848608757e-05,0.0052908661907149,0.1079986921389648,2
849,0.195989762599371,0.1929367758999379,0.9038369107199744,0.3475453004314118,0.9802487877388932,0.1208335266158681,0.0014818088515135,5.089924963884182e-06,0.0014611928714609,0.0292338395367138,5
765,0.2614269449005166,0.2470845208134376,0.8778757031663301,0.351790576754381,0.9363258910225812,0.1238798187121446,0.0151402798914188,0.0002353192300499,0.0143745203159396,0.2894976918067426,2
837,0.1590537786284041,0.1579869778676859,0.9211131911422288,0.4889074284220658,0.965324576928625,0.2390864417464761,0.0110362615591679,0.0002005444189957,0.0131973576134867,0.2642502242206382,5
2161,0.1529635945331782,0.151699606530906,0.9242763331996102,0.3996179340749822,0.9557811905851772,0.1597764521301206,0.2727059078544238,0.0818488301169403,0.2853696365193919,0.6113808135837024,3
208,0.1837985201394862,0.1712880203195017,0.9156050933432888,0.3207874474948796,0.9799670598956134,0.1029837703360434,0.0182922859851822,0.0003111117616208,0.0166707378987411,0.3362082328538872,1
1928,0.1423529686906641,0.1405629016537823,0.9298971204632408,0.3292468972939688,0.9812714574005486,0.1084475080845612,0.2643049115066801,0.0515848100396026,0.2263408516534285,0.7078279653841655,1
2044,0.1499940536289745,0.1427289155864592,0.9293583972162356,0.3419035447369912,0.9774207748325036,0.1169486219236851,0.0789601798160307,0.0058082923577644,0.0752815493847316,0.4503474735115668,3
780,0.1063026499465167,0.1060906519206569,0.9469758738422576,0.4697095371625387,0.9750230290681002,0.2206512801754655,0.2115561691722553,0.0687346848038836,0.2614262033341883,0.5830363245204262,1
981,0.0851427654223711,0.0850477720155204,0.9574856133329248,0.5360819368726517,0.95564278098688,0.2873995848044188,0.2228777117111333,0.0554814863743754,0.2347714990493869,0.5294153581228399,5
612,0.1178836068578402,0.1170870841140635,0.9415361102173456,0.3843661930840121,0.9810341971576793,0.1478103377537581,0.0048953770115452,3.67934179173996e-05,0.0051414608117069,0.1031159411235418,3
518,0.1415401771129038,0.1409868663399327,0.9295618979073308,0.5541399304166688,0.8973554462234986,0.3071350487678565,0.0642480729795942,0.0080612228375755,0.0888664526891948,0.349665212382387,1
599,0.1532155932667419,0.1529698119301554,0.9235396721685808,0.3845059591659126,0.9605395552466938,0.1479016594071136,0.1185094725074675,0.0145050600215576,0.1195487224313439,0.4977539060473844,3
945,0.2704337791180914,0.2041852707972266,0.9041344892026796,0.351678870414977,0.97345230267158,0.1237063212802948,0.3633662052942827,0.1418912200651883,0.3760532406418263,0.7417198596773384,5
601,0.1189691364782763,0.118931917368888,0.9405377632264948,0.4644069777270382,0.9542465156646188,0.2156997594284906,0.4147320698089095,0.2561533092474778,0.505615546199728,0.6087276893822184,3
1592,0.3487002328749266,0.3097217167960457,0.8490016946266639,0.3667856972241387,0.887359281609032,0.1348765027810954,0.0153906876510033,0.0003000055423746,0.0163532566630374,0.2503489553991139,1
192,0.2314943010804866,0.2224770740704569,0.8896560321517626,0.3623108548191036,0.941401215965161,0.1313538747505777,0.0576551831639397,0.0031273304140822,0.0549738065376497,0.434783515832937,1
1465,0.1304902405119745,0.1226170713440284,0.9394621544667532,0.6281763220961436,0.8682437993650896,0.3946689052130277,0.0143807398079156,0.0007920593668041,0.0271757160735058,0.2020408133201607,1
218,0.1963269682664034,0.177409103880473,0.913137593827674,0.3243632019288043,0.979073403175436,0.1052493069632383,0.0268933154088534,0.0007345449559245,0.0261343019991207,0.334799959732045,4
2096,0.1546006897562573,0.149939027271238,0.9254916248702856,0.3125083537771459,0.9851694374976728,0.0977272206606417,0.0149450427470657,0.0002037654165287,0.0133104572081154,0.2686089107215297,1
818,0.641954670745362,0.4032069662828466,0.819518113834427,0.3234216662754265,0.8861446514492478,0.1046709625323464,0.0584728197727584,0.0032423926022475,0.0559941472823607,0.4230909859633069,1
