,Contrast Feature,Dissimilarity Feature,Homogeneity Feature,Energy Feature,Correlation Feature,ASM Feature,diabetic_retinopathy
15696,0.181797851,0.283003068,0.482351239,0.504008176,0.586994454,0.313042628,1
14866,0.164364272,0.27679937,0.224068265,0.100981799,0.637843279,0.032687295,2
19741,0.091008696,0.198738142,0.212748991,0.109728575,0.880467454,0.035111927,2
20575,0.062649948,0.14492463,0.297160297,0.169254902,0.942972293,0.061822595,2
21355,0.113059807,0.258268924,0.163182166,0.036983282,0.664272694,0.009763926,1
18063,0.044950199,0.108130059,0.324506742,0.034967249,0.886858794,0.009172185,2
1133,0.23048052,0.275847187,0.528902881,0.561116971,0.630768154,0.372993685,1
19131,0.190407725,0.245886279,0.402822048,0.366732133,0.753653024,0.191346347,2
3357,0.096549632,0.210330648,0.186770949,0.027722761,0.772221094,0.007114729,1
6351,0.126166262,0.222522979,0.213166067,0.092464613,0.831087621,0.028364863,2
15938,0.106627193,0.223266555,0.220310969,0.052922253,0.683640733,0.014633758,2
2919,0.047993603,0.114297551,0.304821022,0.154854637,0.951936367,0.054854646,1
225,0.109869473,0.204596405,0.269495079,0.216498497,0.862096785,0.087026802,2
2640,0.057360085,0.154082501,0.281760675,0.20346847,0.905377819,0.080051646,2
12501,0.153692694,0.288848786,0.167927936,0.055974507,0.610755075,0.015595023,1
11797,0.103883797,0.23469113,0.196035695,0.058051242,0.693185333,0.016267465,2
1316,0.030630258,0.109616223,0.342567584,0.142069191,0.941817892,0.048933146,1
30180,0.068331239,0.154198224,0.334875583,0.03638361,0.81773299,0.009584113,1
1848,0.227334922,0.312289047,0.404062114,0.381546627,0.523077485,0.201287804,1
23270,0.182886032,0.302062784,0.379265993,0.435917315,0.594252351,0.248090861,1
25220,0.119472489,0.207524238,0.365643411,0.290323091,0.715599055,0.13293551,2
22739,0.207410493,0.340160228,0.137819815,0.068651639,0.543806668,0.019801773,1
12583,0.091019687,0.172662726,0.318460369,0.188453614,0.890517678,0.071718217,2
25672,0.501133296,0.486039217,0.532862815,0.605347917,0.357811087,0.422871072,1
20661,0.105317076,0.224360965,0.236395861,0.064160812,0.722673207,0.018278187,1
27964,0.024180507,0.088437213,0.335599399,0.147653681,0.986281908,0.051502892,2
28316,0.122461396,0.240835956,0.214066172,0.134986676,0.662560209,0.04593984,2
829,0.207598584,0.315440719,0.261825261,0.231103303,0.73865905,0.095350592,1
13308,0.112063277,0.199199278,0.283641787,0.107239674,0.871527005,0.0340814,1
20513,0.072899361,0.161914551,0.240116345,0.143509376,0.889699505,0.049616177,2
22669,0.130227254,0.245743748,0.24220217,0.132667417,0.725698347,0.044754687,1
10610,0.219373673,0.350958131,0.149128169,0.07604228,0.507420666,0.022360896,1
5881,0.046429942,0.150896078,0.271952041,0.042257781,0.849263086,0.011323727,1
13323,0.077405223,0.16963697,0.29481105,0.179001113,0.850998629,0.066716795,1
8904,0.043144944,0.151177811,0.250268346,0.016521073,0.866052501,0.004096733,2
19208,0.079124168,0.190417264,0.217493434,0.140251924,0.850888537,0.048117409,1
2293,0.057472388,0.125135834,0.289907918,0.045090615,0.9269806,0.012220118,2
12000,0.172772053,0.277288901,0.322751024,0.313409746,0.776322163,0.149014892,1
3161,0.088451911,0.194500428,0.234049446,0.208810533,0.869075227,0.082583534,1
4344,0.092049364,0.207628449,0.222295298,0.039741741,0.787678914,0.010570865,1
1147,0.082317061,0.197380443,0.202856135,0.057470117,0.752544006,0.016082033,1
3577,0.153547854,0.257820192,0.212272351,0.115936498,0.66770632,0.052791132,2
30296,0.098991625,0.231233753,0.232043684,0.092841835,0.654365722,0.028493795,2
18032,0.066589007,0.180757774,0.189369438,0.006955519,0.807178312,0.001661795,2
26347,0.10669955,0.209045947,0.239740624,0.048297357,0.783201639,0.01317111,2
8646,0.13506979,0.245266679,0.217426172,0.076216009,0.713230705,0.022419533,1
24103,0.089595855,0.195211219,0.186266113,0.031093758,0.775394443,0.00806358,1
8279,0.109833129,0.198555432,0.26035332,0.126087307,0.810489344,0.041909152,2
21442,0.108852951,0.210679182,0.220609589,0.101482077,0.846162612,0.032399057,2
17300,0.110509894,0.240986145,0.196357529,0.055544637,0.651342654,0.015457293,1
25452,0.057109497,0.123633349,0.335684626,0.138287322,0.928142574,0.047231556,1
20597,0.05037845,0.146815583,0.265573424,0.138445871,0.898744927,0.047320132,2
7571,0.051153393,0.140206167,0.242457141,0.057182318,0.878249357,0.015980936,1
11617,0.079315033,0.16415006,0.312226409,0.163728109,0.922821243,0.059107172,1
13140,0.072569627,0.17718587,0.266327349,0.060922241,0.764621645,0.017314421,2
18038,0.125383178,0.226067912,0.211622101,0.093686384,0.800223116,0.029767597,2
19796,0.123558773,0.259841831,0.11609492,0.060190631,0.696928611,0.017214831,2
1139,0.343961913,0.355431102,0.427462766,0.459007964,0.66039194,0.269315048,1
17162,0.064517025,0.126998231,0.36371451,0.045984886,0.895123591,0.012470437,2
20248,0.118076964,0.171957681,0.392314905,0.19374305,0.867204725,0.074394597,1
1768,0.041617985,0.085507901,0.459520285,0.063503988,0.962894475,0.018056538,1
19153,0.130228705,0.229432762,0.263222981,0.226465078,0.80119554,0.092626393,1
14156,0.048473585,0.139969314,0.304875248,0.045517695,0.813347869,0.012316052,1
15327,0.085463699,0.188950139,0.248375417,0.091351304,0.773461354,0.03360687,2
30076,0.042438389,0.132050142,0.2891981,0.033940827,0.878594026,0.009111,2
18525,0.089039061,0.203788621,0.220912854,0.173389378,0.867301989,0.063875362,2
14981,0.104744694,0.222444238,0.27247238,0.212957695,0.735424041,0.08589623,2
11254,0.200937856,0.33423317,0.152123817,0.098841552,0.492991205,0.030797123,1
23616,0.110548351,0.230829538,0.210750871,0.079730953,0.686236494,0.023738583,2
7143,0.069297173,0.17213525,0.282674998,0.075204815,0.730740583,0.022106107,2
11623,0.07031893,0.178605547,0.303903003,0.045603245,0.826070126,0.012337735,1
24765,0.072109424,0.162166466,0.250830505,0.113838153,0.886750502,0.038110772,2
22920,0.034494318,0.098754363,0.36157385,0.1398222,0.975760044,0.047959974,2
1387,0.19853155,0.333122834,0.136038001,0.076543248,0.480720876,0.022538736,1
24154,0.056063067,0.155255327,0.252821568,0.176271983,0.913633948,0.065326149,1
24972,0.200619012,0.29007774,0.361192459,0.329985368,0.590258222,0.161091116,1
27208,0.139112826,0.298664636,0.122094216,0.060681564,0.576962385,0.017348408,2
28134,0.448222732,0.419906509,0.55028938,0.608518053,0.419290875,0.426554748,1
8385,0.06478996,0.164984664,0.276610386,0.150740843,0.910537119,0.053028476,2
23735,0.119896748,0.241826716,0.178111701,0.063203521,0.683732344,0.017959102,1
18536,0.096802461,0.216742888,0.182754427,0.056758428,0.750164244,0.015855615,2
13739,0.080367084,0.174032362,0.292110391,0.170783102,0.879358538,0.062624088,2
6202,0.079827166,0.177423747,0.295331826,0.204488921,0.789107944,0.081881997,2
26478,0.07562028,0.154704464,0.377785321,0.048802394,0.898227693,0.013324217,1
27784,0.148752246,0.268156487,0.162823833,0.044239767,0.656759686,0.011926001,1
19391,0.045973177,0.14328359,0.28471438,0.024783597,0.870516549,0.006306558,1
26305,0.043051953,0.125596861,0.347039838,0.01474573,0.867638167,0.003636512,1
22243,0.218152964,0.311478933,0.256342878,0.097316517,0.589054532,0.031091753,2
19090,0.090040158,0.209998481,0.205268242,0.175532318,0.860664614,0.064977635,2
3653,0.118536493,0.10232249,0.83928276,0.865510836,0.679089732,0.795459498,2
25374,0.067275351,0.166112409,0.248478903,0.163164815,0.918065911,0.058834,1
13406,0.079070141,0.15395083,0.26288116,0.048768051,0.880667215,0.013313798,2
8383,0.057748662,0.160917818,0.242708603,0.081187444,0.834185097,0.033946141,2
7923,0.121680247,0.210392177,0.345803752,0.263603606,0.783710854,0.115300987,2
6019,0.12992826,0.230914811,0.224928896,0.180903091,0.802195598,0.067756237,2
12828,0.048155899,0.123652317,0.247202609,0.053406765,0.932130036,0.014764867,2
22290,0.174835163,0.250994328,0.321502594,0.264979134,0.814875694,0.116179165,1
2862,0.052089788,0.13617858,0.274704137,0.142136917,0.927998675,0.048981577,2
13603,0.075017261,0.176242862,0.251339093,0.147513628,0.806803482,0.05142903,2
12868,0.103752437,0.216940674,0.178373694,0.054249687,0.744569015,0.015041063,1
9255,0.050303323,0.117711508,0.353117527,0.159715562,0.945925468,0.05721193,2
7903,0.074307744,0.162218612,0.268397839,0.199543992,0.943102653,0.077502181,2
15922,0.191463792,0.302483156,0.437824604,0.483643631,0.614023395,0.292932896,2
26354,0.128013228,0.25315379,0.27726114,0.274445498,0.808545847,0.123157603,2
16619,0.163570211,0.284245395,0.191672196,0.110650869,0.661610807,0.035464762,1
20991,0.111826373,0.237372035,0.215236334,0.050447509,0.679992279,0.01383986,1
2752,0.091675322,0.182678329,0.277919037,0.199979171,0.849269889,0.077923029,2
9569,0.070541116,0.176540657,0.260716614,0.049460283,0.74949298,0.013633613,2
17173,0.140414788,0.256750327,0.231578049,0.155278262,0.628791563,0.055583328,2
28581,0.048085638,0.160186169,0.213193364,0.009808904,0.852633512,0.002372198,1
22507,0.154600942,0.33600305,0.091084112,0.069896038,0.564097189,0.020290793,2
20809,0.069255058,0.156368955,0.321667984,0.15504759,0.903920773,0.055178218,2
9674,0.157695284,0.236706774,0.279066399,0.07927381,0.754621848,0.023503341,1
14465,0.087031743,0.190026592,0.215447298,0.044719891,0.807309907,0.012104496,2
2157,0.09031565,0.203738035,0.142898024,0.033665583,0.766115482,0.008797944,1
11274,0.085240603,0.204560912,0.239990086,0.060078139,0.688245163,0.016934082,2
21362,0.089873563,0.172557094,0.32534349,0.163790031,0.91681612,0.059139354,1
25081,0.154537762,0.294793341,0.155750461,0.04054573,0.554526026,0.010813769,1
24475,0.182428753,0.312647055,0.1764235,0.100605111,0.520726659,0.031477306,1
15676,0.12872836,0.262376701,0.251691738,0.248712201,0.807670292,0.105953675,2
14481,0.131878328,0.256649893,0.161467504,0.061426688,0.773450133,0.017366434,1
27271,0.310493196,0.393256837,0.456288269,0.504875441,0.433433587,0.313925679,1
23469,0.099298735,0.184516584,0.223374077,0.068256973,0.79916346,0.02066276,2
28778,0.024139352,0.108105702,0.329639187,0.026608691,0.885338415,0.006810494,1
5871,0.269572608,0.384555191,0.281327296,0.282257089,0.537400935,0.147313124,2
3077,0.133496378,0.260972554,0.157272578,0.030277872,0.658732399,0.007835099,1
1587,0.119102767,0.199855481,0.449713404,0.409905454,0.746102491,0.246958686,2
19318,0.067414716,0.128645995,0.319752123,0.127208612,0.91853008,0.045214079,2
24446,0.145726217,0.239660856,0.229806223,0.094573594,0.736644317,0.029359932,2
2116,0.150484147,0.26902173,0.212410271,0.09138774,0.624837578,0.028537457,2
3711,0.038881433,0.131467179,0.269708795,0.020034063,0.851079685,0.005023974,1
23358,0.096421373,0.174679333,0.282766096,0.182012233,0.890440669,0.068357851,2
18184,0.252508078,0.37632238,0.139280708,0.071056482,0.463512989,0.020626659,1
14063,0.309790951,0.449623732,0.164555953,0.175055955,0.389524065,0.064742147,1
11577,0.10119139,0.222909613,0.254914973,0.061803463,0.661667246,0.017501245,1
27700,0.146054364,0.228343502,0.287769986,0.203666621,0.808539607,0.079753679,1
13881,0.17106228,0.304441113,0.134565814,0.066049845,0.517022028,0.018919635,1
18898,0.078398771,0.173983761,0.259132719,0.15813325,0.877853015,0.056447013,2
24395,0.176204704,0.288951968,0.398550342,0.412565906,0.619837264,0.227575931,2
19375,0.115778708,0.208131175,0.199825405,0.061145076,0.774229255,0.017288239,2
23041,0.103878599,0.185252657,0.30263286,0.187737478,0.872593914,0.071226319,2
14429,0.09592123,0.19423062,0.249228848,0.204189784,0.872980509,0.080034424,1
29228,0.124122347,0.226997232,0.277954989,0.21005469,0.824302215,0.083822483,2
24159,0.165492443,0.246195962,0.263681464,0.159442103,0.733898989,0.058656575,2
4250,0.139389871,0.244451737,0.256857105,0.09789548,0.684593346,0.031843178,2
29234,0.219171207,0.340748057,0.384643574,0.425634477,0.592548106,0.238875309,1
11721,0.101448593,0.201989137,0.257816277,0.17035774,0.850142019,0.062403953,2
29491,0.096286216,0.21477149,0.188688191,0.143290146,0.875478828,0.049497182,2
22996,0.149426476,0.287999199,0.191460634,0.085083749,0.574645781,0.025608817,1
15201,0.025230149,0.094218046,0.368129756,0.041400276,0.910293092,0.011065647,1
12851,0.076623315,0.178659777,0.261974047,0.169148953,0.895853803,0.061766133,1
3833,0.086054686,0.174194278,0.308780637,0.176341406,0.880089374,0.065428715,2
19948,0.113614367,0.215631692,0.291167244,0.139890388,0.70117996,0.051363761,2
25237,0.094220315,0.21268705,0.240655944,0.091457468,0.727517592,0.028063559,2
18767,0.122270311,0.213642598,0.256713228,0.167529254,0.807601307,0.060974985,2
24048,0.209678009,0.343149942,0.136914906,0.059428284,0.487652736,0.016716561,1
24504,0.085889549,0.206649875,0.202697343,0.03027455,0.707780449,0.007831697,1
2903,0.123390618,0.24551099,0.200763832,0.06245752,0.659019034,0.018791054,2
27197,0.084402328,0.203693292,0.179408544,0.026235696,0.668884909,0.006711158,1
7369,0.110171693,0.207110345,0.232683019,0.094770886,0.857312151,0.029605866,2
2188,0.092025506,0.214110465,0.188858608,0.038501824,0.686265086,0.010208499,1
22889,0.077309158,0.181765695,0.211960567,0.063885293,0.83332137,0.018183721,1
2589,0.062976383,0.153451642,0.291346325,0.221191158,0.90604981,0.089883371,2
24305,0.052210057,0.137688135,0.306863007,0.110558074,0.953659612,0.035413431,1
4170,0.092559891,0.22041249,0.190167234,0.032754965,0.746194392,0.008537382,1
3489,0.056698361,0.162104321,0.273962861,0.058872621,0.786600679,0.016531687,1
23029,0.114860733,0.218357858,0.224476168,0.161270571,0.818105271,0.058080632,2
28099,0.30638511,0.365968727,0.359635742,0.324086122,0.49957913,0.156757982,1
26199,0.082024335,0.18312001,0.360589129,0.340824891,0.870827014,0.177367757,2
3172,0.136711288,0.210258342,0.26799464,0.097906516,0.817483837,0.03041983,1
28239,0.1108017,0.233619219,0.270163801,0.142114404,0.678077992,0.065065264,2
25528,0.149557674,0.234669763,0.280708776,0.187918327,0.798793846,0.071328284,2
21916,0.056628704,0.125005955,0.351136779,0.155847428,0.931645288,0.055326175,1
22875,0.165602898,0.307948,0.136578,0.046192446,0.551557214,0.012522881,1
27139,0.053391462,0.154877728,0.205251126,0.132757747,0.926899615,0.044779978,1
241,0.136069408,0.246594866,0.166523437,0.073656388,0.750008566,0.02159765,2
28423,0.140686008,0.24181565,0.48516661,0.461169775,0.645190495,0.271337672,1
12634,0.181899245,0.309624413,0.164992802,0.045872324,0.452620183,0.01243094,1
25353,0.082839043,0.205967566,0.21205866,0.044733372,0.734056918,0.012121273,2
3685,0.108273917,0.229780273,0.163016161,0.020570937,0.734526288,0.005163295,1
16996,0.143018618,0.268744904,0.177651829,0.049873264,0.55458673,0.013661007,1
14296,0.088403853,0.177077638,0.32969434,0.244087032,0.869533226,0.103267582,2
22383,0.015378198,0.091901439,0.36893127,0.042301152,0.906915306,0.011340801,1
12442,0.161557903,0.260087069,0.373137432,0.326228181,0.645850794,0.170079395,2
15145,0.226093455,0.300245882,0.318874564,0.234219475,0.654905861,0.109383508,2
29833,0.036224591,0.121097712,0.259711422,0.020248428,0.907290405,0.00525365,2
7166,0.078555877,0.199769461,0.212799477,0.051796005,0.756955491,0.014346184,2
21866,0.143302599,0.234849459,0.267714322,0.196368903,0.824970869,0.075809724,2
18342,0.089980728,0.165767379,0.29950502,0.071477651,0.878693147,0.020758705,1
8211,0.240873023,0.350150905,0.355388041,0.379625866,0.573555587,0.199709003,1
22291,0.051251579,0.155463747,0.270247159,0.020607351,0.787560129,0.005186171,1
24800,0.115975491,0.184907686,0.586143788,0.567901251,0.674747983,0.393545127,2
28789,0.082254168,0.175235245,0.290202355,0.181558253,0.865459606,0.071939414,2
8102,0.1381538,0.240663076,0.247785732,0.151263702,0.712234572,0.058377533,2
17182,0.078687408,0.163821357,0.27845517,0.074562901,0.8604482,0.021830511,1
17349,0.080703207,0.188868311,0.182850479,0.079737074,0.823751507,0.023773734,2
2981,0.101772362,0.201544445,0.28591677,0.161512435,0.873130625,0.058035429,1
303,0.056445002,0.135248843,0.277671275,0.153662084,0.939909062,0.054290411,2
17537,0.064171423,0.170890833,0.227535004,0.014192839,0.820540118,0.003502926,2
11406,0.109979693,0.158613555,0.579364707,0.568261796,0.782372083,0.38082744,1
4750,0.235541423,0.33451129,0.442414545,0.441286615,0.469505242,0.252952317,1
1434,0.082238942,0.201413457,0.213083218,0.059054607,0.725662405,0.016591018,1
12080,0.046557199,0.10461394,0.398835726,0.169866262,0.976416107,0.062117898,1
24605,0.134767042,0.245023391,0.201237721,0.169800956,0.784898924,0.062098898,2
26905,1.0,0.992030396,0.226612693,0.370600706,0.11571454,0.192502931,1
657,0.135320801,0.226798161,0.276778641,0.203899702,0.834686615,0.079915502,2
27811,0.123859826,0.203535038,0.517010394,0.48812528,0.675572616,0.297246955,1
5203,0.190445867,0.281560901,0.253249784,0.207707673,0.776504015,0.081983348,1
12407,0.120463928,0.234273781,0.210366642,0.030703104,0.633331748,0.007954866,1
22837,0.117297007,0.236678035,0.196307201,0.068226726,0.701980834,0.019769499,2
16980,0.117938243,0.251556077,0.182558955,0.048039689,0.64395193,0.013090572,1
21651,0.17041172,0.300722685,0.138578421,0.089558701,0.703326633,0.027315146,2
15360,0.115814874,0.222060481,0.240546698,0.090388062,0.724162709,0.028283243,2
5763,0.065342407,0.143154071,0.300478525,0.046561892,0.847574937,0.01262783,1
28796,0.104532279,0.240403912,0.158401826,0.015980692,0.661959552,0.003955269,1
2663,0.044210351,0.135281774,0.252514049,0.127711055,0.944527811,0.042593062,2
18656,0.107037528,0.231987934,0.186041,0.061309378,0.694181986,0.017474687,2
12385,0.096126662,0.191685646,0.240399437,0.073105353,0.778262195,0.021335079,2
6301,0.100946933,0.189225697,0.287069487,0.232952996,0.890123254,0.096431607,2
14100,0.026493272,0.109644353,0.295122145,0.040620562,0.887653286,0.010835379,2
29229,0.161270791,0.278287188,0.155739867,0.076490741,0.681362747,0.022809385,2
27911,0.057804051,0.161331832,0.299592252,0.017705487,0.77690997,0.004405592,1
18503,0.031495858,0.089994704,0.453281317,0.161899583,0.98989356,0.058218738,1
3479,0.140839591,0.251518188,0.199175794,0.073073263,0.728070013,0.022675199,2
451,0.106217362,0.217438691,0.181504219,0.073978169,0.768111664,0.021631662,1
6670,0.058996579,0.145697849,0.287077728,0.146224135,0.926490376,0.050834083,2
3979,0.235215681,0.289367985,0.429892847,0.430640633,0.663289143,0.24333323,2
23696,0.070296993,0.17852693,0.249253071,0.090818032,0.814508362,0.036376549,2
24981,0.086213168,0.201277099,0.218283789,0.05327771,0.730252993,0.01498225,2
2385,0.133392262,0.265604908,0.165002568,0.069187306,0.649331582,0.019979424,2
3083,0.058494191,0.145433212,0.290750139,0.151671463,0.920208437,0.053358766,2
20732,0.081502545,0.152506728,0.270678612,0.040945827,0.887661222,0.010961611,2
14569,0.119314518,0.206523983,0.305051685,0.1717545,0.868190292,0.063059995,1
22146,0.061036916,0.160302862,0.181851315,0.026620029,0.866522935,0.006911724,2
23322,0.034890794,0.128703088,0.312549531,0.050626516,0.826312404,0.013896086,1
19294,0.028040291,0.100703858,0.325616705,0.145979518,0.951856561,0.050716358,1
7739,0.085938869,0.172743233,0.313752004,0.127714718,0.856274571,0.0426721,2
4238,0.061288806,0.140112237,0.226110098,0.035789492,0.916590402,0.009405628,1
13772,0.246876542,0.31349986,0.452220081,0.470881087,0.535028603,0.280553432,1
22661,0.055612299,0.166463557,0.230271021,0.062079538,0.815233406,0.020429464,2
17906,0.059923785,0.148744748,0.279177338,0.088573854,0.846414258,0.029361195,2
29210,0.307128167,0.463791785,0.067766392,0.056237711,0.374196395,0.015687058,1
10430,0.244493245,0.318312019,0.393762651,0.378667382,0.568844779,0.198934596,1
5903,0.05765553,0.166105894,0.190801653,0.029577445,0.806121012,0.007810581,2
18884,0.112660915,0.187059986,0.288013363,0.220126716,0.892219753,0.089295608,2
20225,0.055983548,0.118686526,0.372800719,0.201475864,0.92012741,0.078555112,1
729,0.116195466,0.165336071,0.401424864,0.354483367,0.885359543,0.179660389,1
28609,0.13063356,0.209681355,0.32476731,0.188830484,0.842873173,0.071800126,1
1819,0.258530985,0.365125662,0.282775473,0.304413453,0.607871704,0.142647959,1
28906,0.027362176,0.107933008,0.301425696,0.015792879,0.894735325,0.003918784,2
2103,0.159531058,0.262532356,0.297070542,0.299680044,0.683953836,0.139348905,2
14160,0.158758379,0.263259706,0.408971557,0.428261788,0.661326881,0.241205398,1
21245,0.137269252,0.198762394,0.303036128,0.224973585,0.828168244,0.091758594,1
22234,0.184023288,0.306904633,0.336936142,0.362976542,0.654661071,0.18636473,2
11896,0.186651272,0.311348776,0.15953139,0.065799375,0.550924737,0.018831149,1
11331,0.09797925,0.224391216,0.210982451,0.094051091,0.69884792,0.028949016,1
11810,0.129861591,0.217055596,0.433864419,0.381313348,0.729056592,0.201082682,1
28404,0.210761452,0.347111512,0.169297467,0.061838929,0.48594495,0.017515327,1
29702,0.135259939,0.176733686,0.52189603,0.522033091,0.836173275,0.331408475,1
12335,0.168674438,0.288371362,0.18699506,0.073197535,0.582314091,0.021365684,1
2192,0.111875925,0.244672906,0.178340118,0.026977503,0.673039928,0.006913936,1
26713,0.048413114,0.13197334,0.286832896,0.014996673,0.88191201,0.003701958,2
25727,0.148840846,0.276220883,0.214553825,0.212960879,0.801701388,0.084905296,1
30379,0.062213715,0.128432294,0.258990471,0.057845406,0.91833265,0.016193138,1
21392,0.147980985,0.213831238,0.307668639,0.187843293,0.783094568,0.071319813,2
28151,0.191172229,0.239666051,0.461719501,0.424077112,0.682495993,0.281693796,2
370,0.102260825,0.230750772,0.153027056,0.031425864,0.668734021,0.008161822,2
25639,0.077700882,0.160783181,0.267249636,0.14887004,0.857729998,0.05222372,2
26198,0.049843137,0.125244693,0.276542025,0.142673823,0.932025125,0.049261294,2
11383,0.087669111,0.162793186,0.365942496,0.185905811,0.903204363,0.07026808,1
23351,0.082096794,0.167858033,0.418228768,0.329053208,0.767020289,0.160384624,1
6759,0.116869946,0.224081783,0.231689433,0.135907709,0.833588866,0.046170756,1
25843,0.036780137,0.116385444,0.4241895,0.267515869,0.868131035,0.117801053,1
29994,0.079483261,0.16608045,0.331048984,0.204784958,0.85249102,0.081607733,2
7309,0.072777236,0.148110714,0.307916478,0.171725365,0.886675547,0.063045462,1
18028,0.12480181,0.218523225,0.230939632,0.149503471,0.874361,0.052353273,1
1263,0.059489492,0.141029287,0.280650647,0.149386713,0.924543024,0.052333962,2
27244,0.184213605,0.256446832,0.347655767,0.288887203,0.65875181,0.181941872,2
18088,0.053339469,0.14378762,0.324458546,0.075536289,0.850690598,0.02217568,1
11095,0.06906172,0.163723519,0.237692603,0.183895116,0.898598446,0.069224871,1
5990,0.076523154,0.171608797,0.270906561,0.195560802,0.877634431,0.075366975,2
4599,0.100029433,0.160813805,0.358709851,0.155049049,0.908889688,0.054945159,1
8535,0.038575146,0.159713513,0.151076759,0.043087893,0.896531275,0.011569478,2
14893,0.205897924,0.3448533,0.151847297,0.077714439,0.519294846,0.022950862,1
7110,0.126245981,0.254566333,0.214402536,0.054035582,0.624856486,0.014974518,1
455,0.12085858,0.249237274,0.165400785,0.032740025,0.60481878,0.008538065,1
20553,0.068839301,0.144215626,0.333343399,0.135483231,0.931675066,0.045982965,1
24988,0.07527562,0.155162528,0.329337505,0.172479678,0.914305692,0.063419012,1
15498,0.302533271,0.359679207,0.377128244,0.384102287,0.464381461,0.203389971,1
24484,0.104120546,0.20115336,0.252753633,0.145936397,0.861560919,0.050714047,2
13293,0.094081313,0.194638646,0.28847658,0.17620192,0.789090551,0.074876771,2
10837,0.152043429,0.285994074,0.149084117,0.050146387,0.586708783,0.013823871,2
983,0.0686034,0.184326281,0.212152838,0.0278473,0.821937735,0.007148938,1
14348,0.074676304,0.180291473,0.274428879,0.155869066,0.889627065,0.055334415,2
24686,0.088666108,0.171128638,0.296837864,0.185444205,0.9040513,0.070027855,1
2673,0.045761835,0.125346824,0.301895777,0.15627535,0.9329196,0.055524519,1
29723,0.092872934,0.199717259,0.271928125,0.192236532,0.769687667,0.074490753,2
6450,0.204087652,0.3406837,0.116077443,0.056411168,0.545767133,0.015735055,1
22965,0.158981833,0.272905335,0.195537569,0.172543481,0.760020473,0.063586952,2
27519,0.043879409,0.094963423,0.401141731,0.132832083,0.975775055,0.045005523,2
7659,0.026936136,0.091169374,0.433034715,0.046113226,0.910138414,0.012502673,1
11726,0.272012578,0.389847118,0.173892454,0.193460055,0.61164894,0.074269977,2
19329,0.106318086,0.204890142,0.263650595,0.149267203,0.766876173,0.081753724,2
19230,0.153798679,0.259607451,0.249962358,0.206915506,0.799391059,0.081536879,1
16223,0.083883132,0.190616318,0.221471285,0.053971677,0.819775937,0.014949354,1
15722,0.444213962,0.422532589,0.317198036,0.323201706,0.611907155,0.15610352,1
13941,0.116098361,0.24519161,0.24148232,0.069466369,0.635390759,0.020079354,1
1944,0.281753317,0.392816381,0.258021459,0.275501651,0.446862601,0.123031491,2
8614,0.071458101,0.130596701,0.378950153,0.044917607,0.888010122,0.012126746,1
17197,0.087737875,0.185478001,0.244293244,0.070595692,0.807645371,0.020459824,1
21879,0.070739601,0.146405476,0.285375716,0.190977746,0.931635846,0.073082913,2
8563,0.36787025,0.431978925,0.29751587,0.314773577,0.420111413,0.150018924,1
27402,0.06845775,0.138113464,0.299031337,0.049698011,0.873881922,0.01360036,2
2377,0.236353704,0.39176539,0.097382486,0.086650554,0.51925129,0.026182444,1
18074,0.179942557,0.241364193,0.482489967,0.485712142,0.664787081,0.294882544,1
6641,0.15133451,0.284520357,0.13990114,0.029455208,0.640748931,0.007600767,1
25063,0.0951994,0.175028388,0.283914135,0.177850961,0.899656072,0.066127778,1
4101,0.144536648,0.226564726,0.269140378,0.105082507,0.802114689,0.05381961,2
25412,0.227598777,0.35200841,0.381710034,0.421932683,0.528128504,0.235621282,2
9616,0.039107551,0.120666422,0.231899676,0.144367185,0.972316724,0.049976622,1
5355,0.050442967,0.125125407,0.348317375,0.143515196,0.966447487,0.049593917,2
26628,0.241016625,0.289216059,0.404693499,0.375872248,0.703262953,0.197515024,2
4006,0.125810154,0.275908554,0.156862672,0.089183742,0.652563206,0.027123692,1
24260,0.092553261,0.215926858,0.181039922,0.082513803,0.797332811,0.024662985,1
17397,0.060306279,0.131496181,0.354834939,0.066055639,0.878879425,0.018908982,1
6245,0.242519317,0.267878386,0.559920349,0.565036985,0.620821796,0.377953031,2
22811,0.125399093,0.279746058,0.118890547,0.02535742,0.609660849,0.006463263,1
2600,0.086034602,0.191357524,0.27030958,0.21751796,0.879104279,0.087674996,2
7593,0.108124334,0.199361554,0.23851684,0.171834008,0.860597028,0.063101225,1
8702,0.117570315,0.199981776,0.414714282,0.355348818,0.757791453,0.207683029,2
29879,0.033152601,0.100849824,0.36833821,0.168054646,0.979644703,0.061232949,2
16457,0.05645098,0.155558732,0.271428479,0.145022224,0.90701447,0.050290358,2
16250,0.136180094,0.305508268,0.118808042,0.062539437,0.607811071,0.018054935,2
8396,0.119775985,0.251366782,0.14962069,0.028353243,0.650867533,0.007294159,1
20876,0.067736926,0.147842767,0.2569975,0.119364154,0.875354819,0.040831208,2
16384,0.144414872,0.246423197,0.31320365,0.266340694,0.653365978,0.117064231,1
23006,0.122172043,0.239309423,0.266035538,0.159304158,0.65263742,0.056987117,1
13771,0.042582698,0.126858182,0.253139464,0.162379109,0.946483944,0.058453506,1
29221,0.338091405,0.302386167,0.734671397,0.785512329,0.373084406,0.656815531,1
13969,0.428183473,0.465998491,0.347054494,0.405456843,0.507478343,0.221320868,1
