,'Contrast Feature','Dissimilarity Feature','Homogeneity Feature','Energy Feature','Correlation Feature','ASM Feature','Mean Feature','Variance Feature','Standard Deviation Feature','RMS Feature',diagnostic
1129,0.039212,0.11117,0.852229,0.476722,0.841391,0.302786,0.056129,0.003004,0.053859,0.412558,3
2076,0.105564,0.246067,0.686774,0.34495,0.828292,0.187488,0.057967,0.003605,0.059098,0.402866,4
1120,0.010556,0.030581,0.959178,0.357871,0.983144,0.19754,0.290045,0.090325,0.299834,0.573994,3
453,0.040534,0.109972,0.85509,0.422012,0.928234,0.251855,0.110951,0.014762,0.120611,0.5239,3
2219,0.116884,0.277945,0.644226,0.20585,0.889502,0.091935,0.014133,0.00014,0.010856,0.220339,1
1574,0.072613,0.19442,0.744577,0.218826,0.93954,0.099738,0.009095,6.8e-05,0.00733,0.148416,3
1635,0.027292,0.069319,0.909942,0.433645,0.921951,0.262323,0.078159,0.007695,0.0868,0.438866,4
738,0.025615,0.066513,0.913127,0.472084,0.942146,0.298265,0.048471,0.004337,0.064917,0.342157,1
1735,0.073113,0.179225,0.768986,0.28166,0.913872,0.140544,0.074016,0.004003,0.062327,0.450293,3
1310,0.067609,0.166778,0.784546,0.288812,0.980898,0.145487,0.196549,0.036071,0.189106,0.674985,3
1097,0.038757,0.109455,0.854618,0.324245,0.949156,0.171367,0.091089,0.008069,0.088912,0.458706,1
415,0.108178,0.272819,0.64622,0.262774,0.82979,0.127793,0.022498,0.000376,0.018423,0.29614,3
1464,0.012331,0.035757,0.952261,0.725443,0.792777,0.586566,0.344516,0.2016,0.448441,0.442836,4
1619,0.2348,0.406682,0.523074,0.199487,0.81712,0.088077,0.043024,0.001226,0.034056,0.380085,1
1506,0.054048,0.107757,0.867505,0.473366,0.845109,0.299514,0.010084,0.000212,0.013591,0.226738,1
2190,0.03433,0.097083,0.871018,0.452584,0.948052,0.279802,0.010112,0.000155,0.011475,0.229979,6
1419,0.037295,0.102808,0.864109,0.482732,0.857493,0.308666,0.009325,0.00019,0.012838,0.256402,3
1486,0.158007,0.321748,0.604339,0.197217,0.866344,0.086854,0.074225,0.003106,0.054785,0.489412,3
72,0.029596,0.084248,0.887924,0.434137,0.926866,0.262836,0.288986,0.115684,0.339456,0.593647,3
75,0.051011,0.136609,0.820332,0.354249,0.925531,0.194717,0.026108,0.000713,0.025729,0.334362,3
637,0.026183,0.073005,0.903276,0.40183,0.93348,0.23416,0.317848,0.11129,0.332927,0.613021,3
1433,0.063884,0.173942,0.770653,0.372519,0.856014,0.209541,0.018246,0.00039,0.018789,0.256287,1
1828,0.066858,0.166689,0.784409,0.339224,0.8591,0.183069,0.029788,0.000657,0.024658,0.444776,3
1751,0.057516,0.157891,0.791463,0.35512,0.892124,0.195495,0.008372,7e-05,0.007419,0.149668,3
2167,0.102391,0.249012,0.679635,0.234306,0.923801,0.109155,0.105132,0.00828,0.090079,0.587898,3
56,0.121616,0.308226,0.599898,0.288295,0.740957,0.145377,0.003942,1.9e-05,0.003436,0.069264,2
2127,0.149432,0.297088,0.636758,0.261778,0.815497,0.127019,0.322716,0.0767,0.276216,0.729308,3
898,0.021309,0.059574,0.921027,0.380465,0.956744,0.216009,0.118962,0.014758,0.120595,0.447916,2
1580,0.066211,0.169181,0.779937,0.323997,0.926777,0.171312,0.019811,0.000431,0.019803,0.300234,4
950,0.019743,0.056032,0.925503,0.353869,0.972539,0.19435,0.011733,0.000107,0.009379,0.189995,5
1027,0.011677,0.033916,0.954704,0.547376,0.939261,0.374581,0.090471,0.007904,0.087987,0.502929,2
1446,0.034243,0.096826,0.871362,0.455405,0.894043,0.282474,0.050342,0.002281,0.046803,0.358315,1
1301,0.024361,0.066326,0.912553,0.256545,0.985955,0.12341,0.089601,0.005929,0.076068,0.482101,4
1119,0.091821,0.181476,0.778959,0.307836,0.902495,0.159181,0.0297,0.000973,0.030233,0.348303,3
2052,0.021635,0.061898,0.917576,0.603483,0.824055,0.436634,0.300051,0.098046,0.312428,0.613223,2
708,0.051256,0.139648,0.815861,0.234661,0.966471,0.109298,0.022937,0.00039,0.018769,0.380021,1
975,0.028785,0.081068,0.892383,0.380664,0.953073,0.216194,0.117761,0.012676,0.111694,0.492475,1
383,0.126266,0.258597,0.68114,0.145137,0.96415,0.058485,0.064362,0.001768,0.041085,0.513477,1
862,0.028693,0.08112,0.892228,0.552123,0.843648,0.379755,0.056129,0.003713,0.059989,0.375871,4
2241,0.046392,0.129948,0.827683,0.343868,0.926363,0.186506,0.011374,0.000114,0.009715,0.196306,3
2084,0.182533,0.283729,0.672089,0.424381,0.497038,0.254317,0.006995,9.9e-05,0.008979,0.179463,4
1068,0.312619,0.488114,0.448618,0.141543,0.763614,0.056845,0.141753,0.009245,0.095238,0.689546,1
2093,0.018122,0.051537,0.931453,0.477925,0.992117,0.303865,0.029935,0.001208,0.03379,0.29458,5
1822,0.190828,0.335146,0.605055,0.248617,0.843503,0.118323,0.043614,0.001587,0.038875,0.396443,1
104,0.030114,0.084102,0.888538,0.373521,0.946135,0.210264,0.117472,0.012306,0.110036,0.469997,3
1876,0.054986,0.149843,0.802375,0.524704,0.725882,0.351006,0.01603,0.000493,0.021238,0.227855,1
798,0.022745,0.064961,0.913526,0.590669,0.926869,0.422067,0.022504,0.000608,0.023691,0.36597,5
1432,0.006714,0.01997,0.973209,0.511052,0.966532,0.336772,0.153229,0.02021,0.141294,0.4781,5
569,0.024407,0.069635,0.907322,0.709604,0.788117,0.565941,0.188406,0.049886,0.222567,0.544598,2
1398,0.118502,0.257682,0.677423,0.29761,0.827927,0.151899,0.043303,0.00171,0.040394,0.399986,3
1690,0.030567,0.086736,0.884686,0.524886,0.846192,0.351059,0.012842,0.000252,0.014907,0.298699,3
823,0.062131,0.168588,0.777891,0.473606,0.881282,0.299988,0.002414,2.5e-05,0.004059,0.08062,5
1917,0.012574,0.036157,0.951805,0.373717,0.981964,0.210435,0.043748,0.001551,0.038416,0.433706,3
2174,0.312275,0.531006,0.382381,0.184092,0.763886,0.079316,0.033807,0.000714,0.025754,0.359616,5
339,0.021856,0.062332,0.917049,0.621458,0.91042,0.457407,0.076812,0.009497,0.096543,0.378085,1
1497,0.040249,0.107751,0.858422,0.325707,0.948901,0.172522,0.042975,0.002113,0.045015,0.344051,3
764,0.145275,0.334288,0.575916,0.192958,0.840111,0.084429,0.010004,7.1e-05,0.007474,0.151845,4
1536,0.056019,0.148371,0.805497,0.376297,0.889679,0.212678,0.025033,0.000712,0.025716,0.333069,1
233,0.018085,0.051812,0.930987,0.472845,0.940353,0.299024,0.062447,0.005593,0.073858,0.41569,4
347,0.048095,0.134878,0.821103,0.424019,0.832096,0.253785,0.239651,0.0377,0.19335,0.739563,4
1507,0.059024,0.161758,0.78645,0.402751,0.809469,0.235216,0.022781,0.000572,0.022946,0.308197,1
1540,0.178871,0.282339,0.675321,0.245735,0.854661,0.116456,0.081203,0.00525,0.071523,0.465878,2
12,0.067854,0.164357,0.788802,0.587788,0.653992,0.418932,0.058115,0.005836,0.075461,0.424417,5
1302,0.021389,0.061029,0.918775,0.482462,0.921154,0.308322,0.063189,0.00448,0.065996,0.350056,1
1762,0.047273,0.126248,0.834221,0.507873,0.781515,0.33362,0.139207,0.022748,0.149968,0.597676,1
1401,0.26325,0.442229,0.488073,0.235894,0.695411,0.110161,0.035754,0.001023,0.031019,0.379576,3
2000,0.108175,0.258268,0.669288,0.181657,0.926099,0.078158,0.077297,0.003107,0.054794,0.550452,5
1911,0.02696,0.076331,0.898564,0.343155,0.970026,0.185884,0.184881,0.030917,0.175,0.553386,1
515,0.025424,0.072319,0.903808,0.374503,0.963613,0.211082,0.01135,0.000146,0.011138,0.224044,5
1970,0.02013,0.057554,0.92337,0.574077,0.861343,0.403614,0.145446,0.038911,0.196446,0.429372,3
1608,0.034926,0.092645,0.878462,0.362063,0.951778,0.200935,0.044983,0.002344,0.047456,0.397189,1
1199,0.080942,0.21351,0.720363,0.326781,0.883552,0.17343,0.003098,2e-05,0.003627,0.072473,4
1891,0.062557,0.142355,0.819864,0.373463,0.885504,0.210244,0.069698,0.00571,0.074632,0.403537,5
788,0.136309,0.266784,0.675451,0.223881,0.887748,0.10263,0.020867,0.00035,0.017742,0.358686,1
2188,0.017382,0.049276,0.934501,0.333751,0.990703,0.178594,0.160298,0.019694,0.139469,0.501265,1
1339,0.100396,0.249345,0.677488,0.287453,0.838957,0.144583,0.075514,0.004834,0.068593,0.53009,1
1285,0.193258,0.388991,0.522065,0.292066,0.704919,0.148478,0.016792,0.000317,0.016841,0.233106,3
259,0.117456,0.278,0.644748,0.192573,0.952628,0.084112,0.024899,0.000371,0.018281,0.304521,3
475,0.073719,0.186197,0.75842,0.269574,0.923125,0.132267,0.114025,0.010087,0.099524,0.56207,3
1337,0.046786,0.128572,0.830155,0.2918,0.941471,0.147655,0.010405,0.000119,0.009968,0.20063,3
1484,0.030087,0.085634,0.886084,0.432084,0.904932,0.260951,0.210843,0.041272,0.20235,0.615146,3
2086,0.042394,0.11812,0.843534,0.300873,0.94408,0.154128,0.022937,0.000518,0.02178,0.317409,3
1919,0.087513,0.182889,0.772279,0.294192,0.897547,0.149352,0.013606,0.000218,0.013794,0.277277,1
84,0.043428,0.114169,0.850503,0.381646,0.91784,0.217087,0.194095,0.04421,0.209464,0.54856,3
1650,0.120936,0.243909,0.700095,0.465691,0.549786,0.292328,0.000538,3e-06,0.001043,0.020486,5
2035,0.205244,0.383307,0.540755,0.272833,0.703388,0.134588,0.011144,0.000124,0.010197,0.205552,3
583,0.045968,0.128108,0.830293,0.303148,0.939111,0.155804,0.075152,0.003408,0.057429,0.496402,3
2094,0.02234,0.063392,0.915721,0.287556,0.99122,0.144566,0.136012,0.015384,0.123148,0.516952,1
803,0.071252,0.174416,0.774944,0.213505,0.967887,0.096295,0.266633,0.047369,0.216854,0.782441,3
770,0.020412,0.058457,0.922142,0.450031,0.929282,0.277424,0.093138,0.010008,0.099133,0.420166,4
536,0.143213,0.253753,0.69992,0.383813,0.730341,0.218879,0.051446,0.003277,0.056298,0.317736,1
835,0.100547,0.240454,0.692001,0.307794,0.824211,0.159261,0.094578,0.005452,0.072906,0.53424,2
997,0.045826,0.120206,0.842722,0.363988,0.906132,0.202531,0.070355,0.005627,0.074081,0.422715,1
1011,0.178235,0.361778,0.556082,0.195583,0.867616,0.085884,0.028481,0.000547,0.022419,0.289975,1
1022,0.036787,0.103967,0.861889,0.35338,0.936108,0.194036,0.086743,0.006311,0.078511,0.458106,1
1720,0.084265,0.204596,0.736891,0.43588,0.701206,0.264658,0.043303,0.002785,0.051826,0.355806,5
662,0.169747,0.345111,0.575778,0.283232,0.729647,0.141686,0.107932,0.009585,0.096995,0.58675,3
1029,0.081493,0.217017,0.715211,0.184445,0.954658,0.079514,0.006343,2.7e-05,0.004328,0.088284,3
140,0.034921,0.098673,0.868925,0.27055,0.977943,0.132795,0.040766,0.001048,0.031406,0.506532,1
4,0.028511,0.07622,0.899814,0.461992,0.897196,0.288664,0.052806,0.003909,0.061579,0.336705,1
518,0.035568,0.100513,0.86648,0.640117,0.753359,0.479536,0.064248,0.008061,0.088866,0.349665,1
1183,0.022688,0.060669,0.920306,0.431346,0.969293,0.260226,0.093007,0.010745,0.102756,0.395618,3
1410,0.051747,0.143995,0.809303,0.378204,0.891363,0.214152,0.282358,0.061651,0.247537,0.770552,1
1979,0.020591,0.058949,0.921492,0.414692,0.942444,0.245364,0.089823,0.010771,0.102881,0.404718,1
1800,0.060195,0.162806,0.785656,0.495815,0.762469,0.321693,0.007741,8.3e-05,0.008171,0.16398,3
2065,0.044537,0.125243,0.833791,0.220151,0.975439,0.100282,0.024958,0.000327,0.017124,0.349603,2
830,0.081038,0.217735,0.713668,0.270634,0.950437,0.133026,0.032132,0.000864,0.028425,0.36396,6
1487,0.046776,0.132049,0.824624,0.549388,0.738058,0.376925,0.009167,0.000172,0.012171,0.243211,3
1270,0.050396,0.136873,0.819603,0.327678,0.921723,0.174002,0.084436,0.007923,0.088093,0.458467,1
130,0.017859,0.051,0.932112,0.564842,0.882763,0.393417,0.131898,0.027463,0.164875,0.412565,2
808,0.122445,0.247611,0.69647,0.231382,0.929041,0.107304,0.019275,0.000278,0.015701,0.236778,1
2025,0.028076,0.07973,0.893984,0.3789,0.944329,0.214712,0.17122,0.026404,0.161646,0.530054,3
793,0.012275,0.030593,0.960351,0.528589,0.924735,0.35481,0.032766,0.002137,0.045266,0.305559,1
487,0.068852,0.185967,0.755226,0.213226,0.955387,0.096158,0.136924,0.011204,0.104947,0.588918,2
869,0.066065,0.164981,0.786314,0.414153,0.793762,0.245035,0.168685,0.028867,0.169063,0.583457,1
1840,0.066387,0.175793,0.769555,0.255875,0.935702,0.123111,0.028152,0.000631,0.024144,0.381818,1
2269,0.051492,0.135966,0.821893,0.461637,0.801908,0.288417,0.011719,0.000235,0.014359,0.28739,3
2038,0.076828,0.20134,0.73663,0.449057,0.698451,0.276823,0.020905,0.000565,0.022805,0.277692,4
1082,0.071163,0.172995,0.77727,0.310062,0.899064,0.160967,0.032132,0.001014,0.030884,0.407297,3
609,0.018548,0.051698,0.931508,0.53784,0.912169,0.364519,0.401631,0.300723,0.547926,0.581694,3
1992,0.024725,0.069523,0.907738,0.588463,0.902337,0.419637,0.008375,0.000104,0.00922,0.184864,5
1376,0.059914,0.155954,0.796263,0.512527,0.760834,0.338479,0.016172,0.000369,0.018231,0.258388,3
951,0.030801,0.087516,0.88362,0.385227,0.939585,0.220015,0.188812,0.042357,0.205004,0.615792,2
440,0.026893,0.07664,0.898023,0.342641,0.970904,0.185518,0.190422,0.037073,0.191728,0.557416,3
1961,0.159309,0.281688,0.667482,0.214545,0.86486,0.096957,0.164979,0.016305,0.126809,0.673016,3
2212,0.268441,0.453405,0.472813,0.233177,0.630791,0.109591,0.048107,0.001601,0.039055,0.412033,3
1385,0.048368,0.136303,0.819037,0.304288,0.928245,0.156667,0.001456,6e-06,0.00172,0.03425,1
1335,0.019772,0.056656,0.924531,0.497927,0.910152,0.323571,0.213426,0.037537,0.192929,0.515661,1
1240,0.065392,0.167199,0.782471,0.433268,0.785245,0.262317,0.013621,0.000281,0.015801,0.249172,1
1456,0.025073,0.069733,0.907646,0.44325,0.932655,0.271152,0.064235,0.006116,0.077279,0.397811,3
109,0.061428,0.156089,0.797203,0.488665,0.747766,0.314565,0.047352,0.003425,0.05758,0.328439,3
976,0.110098,0.255616,0.674202,0.269773,0.834504,0.132611,0.043515,0.001734,0.040684,0.388357,2
546,0.062779,0.162595,0.787729,0.419417,0.812742,0.249674,0.011224,0.000167,0.011963,0.240122,1
1025,0.086212,0.223456,0.708477,0.223638,0.931147,0.102526,0.013816,0.000128,0.010376,0.210795,1
1193,0.027609,0.078415,0.895729,0.250006,0.981718,0.119139,0.244045,0.041763,0.203555,0.625676,4
1201,0.015541,0.04468,0.940445,0.6738,0.892852,0.520585,0.028469,0.001821,0.041713,0.191939,5
1999,0.042278,0.105239,0.863692,0.274558,0.966975,0.135578,0.150102,0.017718,0.132234,0.578644,1
108,0.083328,0.133388,0.846773,0.396241,0.868935,0.229356,0.138091,0.026592,0.162225,0.470507,3
1768,0.055063,0.15355,0.796568,0.17072,0.983183,0.071856,0.200488,0.021611,0.146146,0.686964,3
445,0.125881,0.297704,0.6195,0.157596,0.929335,0.064968,0.0112,7.1e-05,0.007492,0.153093,3
1842,0.023937,0.066706,0.911595,0.38949,0.954387,0.223599,0.237691,0.07626,0.27542,0.529723,1
1230,0.038682,0.109789,0.854032,0.697447,0.605917,0.550321,0.237975,0.042736,0.205924,0.788889,4
151,0.205952,0.302693,0.664178,0.401765,0.58892,0.234203,0.016519,0.000359,0.017992,0.23195,1
1916,0.019086,0.054735,0.927079,0.328654,0.986648,0.174683,0.114137,0.009875,0.098464,0.5795,6
1823,0.098826,0.216138,0.729011,0.243489,0.903327,0.114999,0.047561,0.001628,0.039387,0.380454,2
1879,0.065223,0.176751,0.767147,0.357189,0.846975,0.197302,0.026808,0.000758,0.026563,0.300802,4
1379,0.375177,0.524653,0.429708,0.354805,0.207693,0.195283,0.025381,0.000768,0.026739,0.284993,1
1482,0.061991,0.16999,0.775554,0.396089,0.813262,0.229422,0.139116,0.021213,0.144784,0.549659,4
1344,0.061637,0.160432,0.7905,0.351286,0.901146,0.192446,0.126842,0.009831,0.098243,0.575886,1
1388,0.468647,0.615842,0.347267,0.156937,0.642198,0.064733,0.0253,0.000315,0.016793,0.289682,5
1836,0.029308,0.083276,0.889258,0.467019,0.902726,0.293482,0.055975,0.002903,0.052927,0.413964,3
1268,0.051565,0.13752,0.819439,0.410508,0.83435,0.241926,0.111476,0.014369,0.118983,0.494908,1
909,0.037118,0.092854,0.879722,0.416727,0.903446,0.247253,0.008822,0.000109,0.009498,0.19055,3
760,0.127236,0.310228,0.600715,0.276092,0.765334,0.136977,0.004001,2.4e-05,0.003981,0.079916,4
891,0.018319,0.052399,0.930227,0.572936,0.898532,0.402297,0.116374,0.028242,0.167214,0.376359,2
1755,0.0508,0.13765,0.818702,0.327729,0.939817,0.174056,0.022457,0.000487,0.021104,0.359091,1
1109,0.043033,0.114584,0.849521,0.416249,0.899784,0.24675,0.072884,0.008077,0.088954,0.368752,1
184,0.397269,0.618581,0.303457,0.145846,0.528149,0.059057,0.008692,4.3e-05,0.005611,0.114875,3
2077,0.027797,0.078893,0.895108,0.533125,0.858818,0.359564,0.284266,0.100505,0.316334,0.586024,1
1687,0.019673,0.055462,0.926335,0.273469,0.987255,0.134794,0.107755,0.006111,0.077241,0.583586,1
1519,0.061078,0.166916,0.779769,0.303987,0.948163,0.156409,0.009019,9.8e-05,0.008946,0.179862,2
1517,0.052062,0.128326,0.834345,0.336602,0.923513,0.180861,0.06512,0.004383,0.065262,0.375975,5
346,0.072361,0.196865,0.740497,0.466744,0.660012,0.293433,0.02283,0.000443,0.020086,0.270232,3
464,0.126881,0.232569,0.721229,0.218117,0.923036,0.099106,0.038075,0.001062,0.031618,0.400505,1
718,0.043051,0.120899,0.839582,0.470543,0.88048,0.296852,0.093263,0.007959,0.088293,0.468587,1
2063,0.082288,0.202662,0.738509,0.157152,0.973701,0.064677,0.013836,0.000117,0.009857,0.200766,1
1160,0.044791,0.124307,0.835463,0.271251,0.960216,0.133324,0.110054,0.009468,0.096393,0.472218,3
1530,0.021208,0.060673,0.919206,0.577333,0.858199,0.40718,0.290938,0.136135,0.368326,0.521601,3
2106,0.100635,0.250429,0.676189,0.509369,0.505785,0.336108,0.022376,0.000875,0.028617,0.23471,5
2240,0.010614,0.030931,0.958664,0.640935,0.987599,0.480426,0.090808,0.011881,0.108101,0.364716,5
1731,0.037971,0.103025,0.864271,0.473581,0.908523,0.299783,0.378358,0.250404,0.499898,0.601671,1
406,0.075718,0.200579,0.73707,0.291029,0.881669,0.147206,0.048105,0.0018,0.041463,0.44664,3
791,0.023727,0.066791,0.911337,0.350819,0.977262,0.191914,0.263044,0.081533,0.284817,0.582523,3
18,0.029778,0.083232,0.889671,0.519897,0.865866,0.345846,0.020639,0.000589,0.023294,0.288053,1
2087,0.186814,0.381046,0.531022,0.207899,0.780762,0.093167,0.019955,0.000265,0.015314,0.310892,1
1242,0.037956,0.09991,0.869207,0.618319,0.955018,0.453804,0.013873,0.000424,0.019626,0.227425,5
873,0.071581,0.181898,0.763602,0.353672,0.877179,0.19425,0.077297,0.006521,0.079824,0.424042,1
32,0.060074,0.146197,0.811779,0.317502,0.905147,0.166401,0.005884,4.5e-05,0.005773,0.116039,5
1426,0.015353,0.043658,0.941933,0.850212,0.983385,0.761386,0.09958,0.029628,0.171291,0.349845,5
1693,0.14091,0.305609,0.618156,0.159896,0.937814,0.066094,0.007906,3.5e-05,0.004954,0.101593,2
913,0.059648,0.158279,0.79243,0.512663,0.727443,0.338617,0.034926,0.002043,0.04424,0.332325,3
1625,0.119908,0.239627,0.706947,0.237588,0.931687,0.111211,0.045514,0.001456,0.037189,0.42608,1
935,0.022275,0.063672,0.915228,0.451738,0.920641,0.279014,0.013167,0.000213,0.01362,0.273634,2
522,0.042006,0.115179,0.847918,0.388487,0.897823,0.222816,0.057136,0.002347,0.047492,0.375818,2
1796,0.016877,0.048232,0.935786,0.547677,0.902383,0.374897,0.177284,0.047122,0.216284,0.467814,1
402,0.054973,0.14678,0.807259,0.304157,0.922104,0.156571,0.015948,0.000207,0.013417,0.271316,1
1111,0.198499,0.36415,0.562641,0.162165,0.892055,0.06734,0.011137,8.2e-05,0.008092,0.164634,1
1560,0.034326,0.097406,0.870501,0.37082,0.928833,0.208148,0.017015,0.000341,0.01751,0.269479,3
697,0.014814,0.042519,0.943345,0.496237,0.940271,0.321888,0.548584,0.498936,0.706058,0.628055,3
1424,0.055603,0.156103,0.792905,0.353015,0.91964,0.19376,0.004806,3.3e-05,0.004802,0.096424,6
345,0.06728,0.159414,0.79595,0.324748,0.899521,0.171831,0.084486,0.006978,0.082608,0.475081,3
566,0.024393,0.069644,0.907297,0.768995,0.885977,0.645124,0.02883,0.001713,0.040434,0.307136,5
1202,0.157434,0.256385,0.705119,0.292008,0.848517,0.147781,0.026605,0.00066,0.024717,0.331667,5
1683,0.058432,0.161635,0.786205,0.444635,0.761019,0.272493,0.009312,0.000131,0.010486,0.210174,1
1037,0.033336,0.090939,0.880054,0.382776,0.939304,0.217985,0.103908,0.012905,0.112704,0.446523,3
1092,0.096183,0.217083,0.725323,0.194791,0.933405,0.085374,0.024856,0.000421,0.019555,0.396582,4
1593,0.135662,0.311442,0.604915,0.228285,0.832748,0.105541,0.070158,0.003237,0.055945,0.509464,2
192,0.066287,0.178696,0.764879,0.343176,0.862483,0.186011,0.057655,0.003127,0.054974,0.434784,1
965,0.057451,0.135656,0.826549,0.40154,0.905715,0.233962,0.016005,0.000384,0.018627,0.266804,1
38,0.023992,0.065534,0.913442,0.422312,0.935797,0.252155,0.26376,0.104412,0.322444,0.549563,3
282,0.073923,0.192237,0.748927,0.166003,0.965418,0.069384,0.305212,0.043049,0.20668,0.806397,3
786,0.054109,0.142599,0.813223,0.321481,0.931632,0.169351,0.032132,0.00106,0.031586,0.354162,3
6,0.25168,0.48401,0.416292,0.303744,0.410222,0.156493,0.012482,0.000194,0.012978,0.195676,1
137,0.019134,0.054245,0.927895,0.616812,0.937099,0.451984,0.200207,0.071502,0.266657,0.561225,5
2268,0.314061,0.441838,0.516406,0.12647,0.85906,0.049344,0.009172,4.2e-05,0.005518,0.113489,1
460,0.100848,0.267989,0.648491,0.222115,0.879932,0.101705,0.003674,1.4e-05,0.002901,0.058695,3
707,0.048699,0.13159,0.826767,0.265545,0.955415,0.129483,0.005737,4.5e-05,0.00575,0.11549,1
1673,0.043722,0.123339,0.836214,0.367238,0.905067,0.205168,0.063907,0.004166,0.0636,0.381024,3
55,0.863846,1.0,0.0,0.078604,0.229143,0.027983,0.011933,4.7e-05,0.005952,0.124336,3
1276,0.33479,0.477754,0.472318,0.166799,0.79676,0.069931,0.044158,0.001088,0.032021,0.393856,1
529,0.036957,0.100643,0.867268,0.454713,0.967623,0.28185,0.053844,0.003972,0.06208,0.353568,6
706,0.0296,0.084176,0.888042,0.549692,0.915512,0.377087,0.150912,0.021815,0.146838,0.58346,5
1315,0.014907,0.03894,0.949036,0.35573,0.978896,0.195829,0.066458,0.004888,0.068975,0.400206,1
2,0.065067,0.1732,0.772726,0.200429,0.96142,0.088578,0.026108,0.000371,0.018287,0.372928,3
395,0.031791,0.090405,0.879757,0.338727,0.951856,0.182453,0.354785,0.072143,0.267856,0.790053,1
981,0.016309,0.046844,0.937574,0.612164,0.897767,0.446581,0.222878,0.055481,0.234771,0.529415,5
2104,0.037027,0.091171,0.882091,0.262302,0.97577,0.127247,0.285188,0.067612,0.259275,0.665373,1
204,0.069255,0.166035,0.787045,0.355824,0.877285,0.196044,0.061617,0.004222,0.064033,0.349757,1
235,0.044657,0.121868,0.839253,0.326551,0.932581,0.173141,0.026108,0.000643,0.024393,0.370769,3
46,0.122661,0.292489,0.625114,0.167092,0.933938,0.070023,0.020693,0.000259,0.015112,0.307497,3
776,0.053057,0.134258,0.825775,0.248202,0.966497,0.11802,0.226931,0.040389,0.200163,0.719251,1
1797,0.035345,0.09167,0.880323,0.589127,0.815278,0.420359,0.070289,0.010935,0.103666,0.351627,3
2201,0.031858,0.086372,0.886195,0.379512,0.943146,0.215239,0.046062,0.001748,0.040847,0.423666,1
177,0.062413,0.127029,0.843896,0.420098,0.907414,0.250223,0.059959,0.005588,0.073824,0.385113,1
1241,0.108199,0.247886,0.685577,0.231931,0.901525,0.107691,0.074428,0.003692,0.059816,0.502712,1
1643,0.070617,0.152845,0.808831,0.390684,0.930963,0.22465,0.027478,0.001009,0.030799,0.284641,5
165,0.08631,0.230211,0.697795,0.28796,0.850643,0.145185,0.004281,2.8e-05,0.004357,0.087431,1
1369,0.082301,0.209003,0.728535,0.535331,0.620151,0.362158,0.040886,0.002941,0.05328,0.357197,4
607,0.231565,0.418555,0.503028,0.205467,0.724425,0.091618,0.057906,0.002247,0.046442,0.452513,3
2225,0.077107,0.178196,0.772885,0.363245,0.847084,0.202013,0.063042,0.004001,0.062313,0.416223,1
1912,0.023009,0.065344,0.913113,0.433024,0.927427,0.261806,0.333961,0.135807,0.367882,0.665064,3
1307,0.025378,0.072383,0.903672,0.301872,0.975336,0.154816,0.139954,0.017247,0.130452,0.557988,1
428,0.031631,0.089056,0.881785,0.450096,0.944493,0.277536,0.02685,0.000905,0.029114,0.214855,5
970,0.12177,0.299709,0.613494,0.271072,0.826561,0.133643,0.008111,6.3e-05,0.006997,0.141277,1
774,0.019215,0.054889,0.92693,0.695515,0.833798,0.547879,0.185549,0.064195,0.252612,0.458529,1
1333,0.028957,0.0823,0.890549,0.622904,0.736656,0.459171,0.167539,0.050988,0.225023,0.449714,3
42,0.120161,0.302048,0.608615,0.334759,0.89347,0.179618,0.007059,6.5e-05,0.007094,0.14253,5
1564,0.120451,0.265432,0.666789,0.308938,0.755075,0.160372,0.045728,0.00199,0.043646,0.37501,1
1848,0.138048,0.322095,0.589561,0.145801,0.922949,0.05892,0.012221,7.8e-05,0.007862,0.161042,3
216,0.058392,0.156085,0.795009,0.425325,0.852986,0.254987,0.011423,0.000227,0.014108,0.187766,5
1661,0.160752,0.30688,0.627714,0.257215,0.762414,0.124104,0.00293,1.4e-05,0.002875,0.057692,1
1847,0.041735,0.110739,0.854711,0.347673,0.931196,0.189458,0.046062,0.00262,0.050232,0.369974,1
759,0.028708,0.081535,0.891581,0.334527,0.957712,0.179239,0.123901,0.01357,0.115597,0.510869,3
1378,0.04897,0.128048,0.83262,0.413563,0.955177,0.244418,0.014804,0.000306,0.016533,0.242902,3
1295,0.227872,0.360446,0.586067,0.157473,0.885866,0.064861,0.009377,5.2e-05,0.006282,0.12834,3
1117,0.040171,0.111899,0.85173,0.248743,0.970338,0.118308,0.141276,0.012385,0.11039,0.528814,1
360,0.033837,0.095535,0.873115,0.494056,0.87444,0.319843,0.034976,0.001943,0.043122,0.314884,3
405,0.03171,0.08515,0.888056,0.458544,0.920665,0.285398,0.036387,0.001887,0.042484,0.34356,5
1719,0.024826,0.070593,0.906107,0.303566,0.985303,0.156015,0.318733,0.078396,0.279265,0.690402,3
2236,0.114093,0.248195,0.689159,0.188737,0.924751,0.081918,0.157585,0.011517,0.106418,0.698982,3
154,0.032858,0.093152,0.876178,0.530578,0.875796,0.356987,0.031462,0.00115,0.032951,0.346981,3
2242,0.025159,0.063575,0.917437,0.331537,0.965701,0.176902,0.153273,0.023144,0.151276,0.490759,1
2105,0.014558,0.042017,0.943954,0.663842,0.940371,0.508217,0.144674,0.031397,0.17636,0.462456,6
