0,1,2,3,4,5,6,7,8,9,10
Medium,High,Low,Very Low,Medium,Very Low,Very Low,Very Low,Very Low,Low,3.0
Low,Low,Medium,Low,Medium,Very High,Very Low,Very Low,Very Low,Low,2.0
Low,Low,Medium,Low,Very High,Very Low,Very Low,Very Low,Very Low,Low,6.0
Medium,Low,High,Very High,High,Very Low,Low,Very Low,Very Low,Medium,3.0
Very Low,Low,Medium,Very High,Very High,Very Low,Medium,Very Low,Low,Very High,6.0
High,High,Low,Very Low,Medium,Very Low,Very Low,Very Low,Very Low,Low,5.0
High,High,Low,Very High,Low,Very Low,Very Low,Very Low,Very Low,Low,5.0
Low,Medium,Medium,Very High,Medium,Very Low,Low,Very Low,High,High,3.0
Very Low,Low,Medium,Low,Very High,Very High,Very Low,Very Low,Very Low,Low,1.0
Medium,Medium,Low,Very Low,High,Very Low,Very Low,Very Low,Very Low,Low,1.0
Low,Very Low,High,High,High,High,Low,Very Low,High,Medium,1.0
Low,Low,Medium,Very Low,High,Very Low,Low,Very Low,High,High,3.0
Very Low,Very Low,Medium,Low,Very High,Very High,High,Low,Medium,Very High,3.0
Very Low,Low,Medium,Very High,Very High,Very Low,Medium,High,Low,Very High,3.0
Low,Low,Medium,Very High,High,Very Low,Medium,High,Low,Very High,3.0
Medium,Medium,Very Low,Very Low,Medium,Very Low,Low,Very Low,High,Medium,1.0
Low,Low,Low,Very High,High,Very Low,Low,Very Low,High,High,3.0
Low,Low,Medium,Very High,Very High,Very Low,Very Low,Very Low,Very Low,Medium,4.0
Very Low,Low,High,Low,High,Very High,Low,Very Low,High,High,1.0
Low,Low,Medium,Low,High,Very High,Very Low,Very Low,Very Low,Medium,5.0
High,High,Low,Very Low,Low,Very Low,Low,Very Low,Very Low,Medium,5.0
Medium,Medium,Very Low,Very Low,High,Very Low,Low,Very Low,High,Very High,1.0
Low,Low,High,Low,Very High,Very High,Very Low,Very Low,Very Low,Low,1.0
Medium,Low,Medium,Very High,Medium,Very Low,Very Low,Very Low,Very Low,Very Low,1.0
High,Very High,Very Low,Very Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,1.0
Medium,Medium,Low,Very High,Medium,Very Low,Low,Very Low,High,High,3.0
Very Low,Very Low,Very High,Medium,High,Medium,Very Low,Very Low,Very Low,Very Low,5.0
Medium,Low,High,High,Medium,Low,Very Low,Very Low,Very Low,Medium,1.0
Very Low,Low,High,Low,Very High,Very High,Very Low,Very Low,Very Low,Very Low,3.0
Low,Medium,Medium,Very High,Medium,Very Low,Very Low,Very Low,Very Low,Low,3.0
Very Low,Very Low,High,High,Very High,High,Very Low,Very Low,High,Medium,2.0
Medium,Medium,Medium,Very High,High,Very Low,Low,Very Low,High,Medium,2.0
Medium,Medium,Low,Very High,Medium,Very Low,Very Low,Very Low,Very Low,Very Low,2.0
High,High,Low,Very Low,Medium,Very Low,Very Low,Very Low,Very Low,Very Low,4.0
Very Low,Low,High,High,High,High,Low,Very Low,High,Medium,5.0
Low,Low,Low,Very Low,High,Very Low,Low,Very Low,High,Medium,4.0
Very High,High,Low,Very High,Medium,Very Low,Very Low,Very Low,Very Low,Very Low,1.0
Very Low,Very Low,Very High,Low,Very High,Very High,Medium,High,Low,Very High,4.0
Very Low,Low,High,Very High,Very High,Very Low,Medium,High,Low,Very High,3.0
Very Low,Very Low,Very High,High,High,Low,Low,Very Low,High,High,3.0
Low,Medium,Medium,Low,Medium,Very High,Very Low,Very Low,Very Low,Low,1.0
Very Low,Low,Medium,Very High,Very High,Very Low,High,Low,Medium,Very High,3.0
Low,Medium,Low,Very High,High,Very Low,Low,Very Low,High,High,3.0
High,High,Low,Very Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,3.0
Very Low,Low,Medium,Very High,Very High,Very Low,Low,Very Low,High,High,1.0
Medium,Medium,Low,Very High,Medium,Very Low,Low,Very Low,High,Medium,3.0
Very Low,Low,Medium,Very High,Very High,Very Low,Very Low,Very Low,Very Low,Very Low,1.0
Very Low,Low,Medium,Low,Medium,Very High,Low,Very Low,High,High,3.0
Medium,High,Very Low,Very High,Medium,Very Low,Very Low,Very Low,Very Low,Very Low,5.0
Low,Low,Medium,Very High,High,Very Low,Medium,Very Low,High,High,3.0
Very Low,Very Low,High,High,High,Low,Low,Very Low,High,High,3.0
Low,Low,Medium,Very High,Very High,Very Low,Very Low,Very Low,Very Low,Low,2.0
Very Low,Very Low,Very High,High,Very High,Low,Medium,Medium,Low,Very High,6.0
Medium,Medium,Medium,Very Low,High,Very Low,Very Low,Very Low,Very Low,Very Low,1.0
Very High,Very High,Very Low,Very Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,5.0
Medium,High,Low,Very Low,Medium,Very Low,Very Low,Very Low,Very Low,Very Low,5.0
Very Low,Very Low,High,Low,Very High,Very High,Very Low,Very Low,Very Low,Medium,1.0
High,High,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,Very Low,Low,1.0
Medium,High,Very Low,Very Low,High,Very Low,Very Low,Very Low,Very Low,Low,5.0
Very Low,Low,Medium,Low,High,Very High,Very Low,Very Low,Very Low,Low,2.0
Medium,Medium,Low,Very Low,High,Very Low,Very Low,Very Low,Very Low,Very Low,3.0
Medium,Medium,Low,Very Low,High,Very Low,Low,Very Low,Very Low,Low,3.0
Very Low,Very Low,Very High,High,Very High,High,Very Low,Very Low,Very Low,Very Low,1.0
Low,Medium,Medium,Very Low,High,Very Low,Low,Very Low,High,High,3.0
Medium,Medium,Medium,Very High,Medium,Very Low,Very Low,Very Low,Very Low,Very Low,1.0
Low,Medium,Medium,Very High,Medium,Very Low,Very Low,Very Low,Very Low,Very Low,1.0
Medium,Medium,Medium,Very Low,High,Very Low,Low,Very Low,High,Medium,1.0
Medium,Medium,Low,Very Low,Medium,Very Low,Very Low,Very Low,Very Low,Low,3.0
Low,Medium,Low,Very Low,Medium,Very Low,Very Low,Very Low,Very Low,Low,3.0
Very Low,Very Low,High,Low,Very High,Very High,Medium,Very Low,Low,Very High,1.0
Low,Medium,Low,Very High,High,Very Low,Low,Very Low,Very Low,Medium,5.0
Low,Low,Medium,Low,Low,High,Very Low,Very Low,Very Low,Very Low,5.0
Very High,High,Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,1.0
Very Low,Very Low,Medium,Very High,Very High,Very Low,Medium,High,Low,Very High,1.0
Very Low,Very Low,High,High,High,High,Very Low,Very Low,Very Low,Low,1.0
Low,Low,Medium,Low,High,Very Low,Very Low,Very Low,Very Low,Medium,3.0
Low,Low,Medium,High,High,High,Very Low,Very Low,Very Low,Very Low,1.0
Medium,Low,Medium,Low,Medium,Very High,Very Low,Very Low,Very Low,Very Low,5.0
Low,Low,High,Low,High,Very High,Low,Very Low,High,Medium,1.0
Very Low,Very Low,Very High,High,Very High,High,Low,Very Low,High,Medium,1.0
Low,Low,Medium,Very High,Very High,Very Low,Low,Very Low,High,High,3.0
Very Low,Low,Medium,Low,Very High,Very High,Medium,High,Low,Very High,5.0
Low,Low,High,High,High,High,Very Low,Very Low,Very Low,Low,5.0
Very Low,Very Low,Medium,Low,Very High,Very High,Low,Very Low,High,High,3.0
Very Low,Very Low,Very High,High,Very High,High,Medium,High,Low,Very High,3.0
Very Low,Very Low,High,High,High,Low,Low,Very Low,High,Medium,1.0
Very Low,Very Low,Very High,Low,Very High,High,High,Low,Medium,Very High,3.0
Medium,Medium,Medium,Very High,High,Very Low,Very Low,Very Low,Very Low,Low,1.0
Medium,Medium,Low,Very High,Low,Very Low,Very Low,Very Low,Very Low,Very Low,4.0
Low,Low,Medium,Very High,Very High,Very Low,Low,Very Low,Very Low,Medium,1.0
Medium,High,Very Low,Very Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,3.0
Very Low,Very Low,Very High,Medium,Very High,Low,Low,High,Low,High,3.0
Low,Low,Medium,Low,Medium,Very High,Very Low,Very Low,Very Low,Very Low,3.0
Low,Medium,Medium,Low,Medium,Very High,Very Low,Very Low,Very Low,Very Low,3.0
Low,Low,High,Low,High,Very High,Very Low,Very Low,Very Low,Low,1.0
High,High,Very Low,Very Low,Low,Very Low,Very Low,Very Low,Very Low,Low,1.0
Low,Low,Low,Low,High,Very High,Very Low,Very Low,Very Low,Very Low,5.0
Very Low,Very Low,Medium,Low,Very High,Very High,Very Low,Very Low,Very Low,Very Low,3.0
Very Low,Low,Medium,Low,Very High,Very Low,Low,Very Low,High,High,3.0
Low,Low,Medium,Low,High,Very High,Low,Very Low,High,High,3.0
Low,Low,Medium,Very Low,Very High,Very Low,Very Low,Very Low,Very Low,Low,1.0
Medium,Medium,Medium,Very High,Medium,Very Low,Low,Very Low,High,High,3.0
Very Low,Low,High,Very High,Very High,Very Low,Low,Very Low,Very Low,Medium,4.0
Medium,Medium,Low,Very Low,Medium,Very Low,Very Low,Very Low,Very Low,Very Low,1.0
Low,Very Low,High,High,High,High,Very Low,Very Low,Very Low,Medium,3.0
Very Low,Very Low,High,High,Very High,High,Low,Very Low,High,Medium,3.0
Medium,Medium,Low,Very Low,Medium,Very Low,Low,Very Low,Very Low,Low,3.0
Very Low,Very Low,High,Medium,High,Low,Very Low,Very Low,Very Low,Very Low,4.0
Very Low,Low,Medium,Very High,High,Very Low,Very Low,Very Low,Very Low,Low,4.0
Very Low,Very Low,Very High,Low,Very High,High,Very Low,Very Low,Very Low,Medium,6.0
Low,Low,Medium,High,High,High,Medium,Medium,Low,Very High,3.0
Low,Medium,Low,Very Low,Medium,Very Low,Low,Very Low,High,High,3.0
Low,Low,Medium,Very Low,Very High,Very Low,Low,Very Low,High,High,1.0
Medium,Medium,Low,Very High,Medium,Very Low,Very Low,Very Low,Very Low,Medium,1.0
Low,Medium,Low,Very High,High,Very Low,Medium,High,Low,Very High,2.0
High,High,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,Very Low,Very Low,3.0
Medium,High,Low,Very Low,Medium,Very Low,Medium,Very Low,High,Very High,3.0
Low,Low,High,Low,Very High,Very High,Medium,High,Low,Very High,3.0
Very Low,Low,Medium,Low,Very High,Very High,Low,Very Low,High,High,3.0
Low,Low,Medium,Very Low,Very High,Very Low,Medium,Very Low,Low,Very High,3.0
Very Low,Low,Medium,Low,High,High,Very Low,Very Low,Very Low,Very Low,5.0
Very Low,Very Low,Medium,Very High,Very High,Very Low,Very Low,Very Low,Very Low,Very Low,1.0
Very Low,Very Low,High,Low,High,Very High,Very Low,Very Low,Very Low,Very Low,3.0
Very Low,Very Low,High,Low,Very High,High,Low,Very Low,Low,High,3.0
Very Low,Very Low,Very High,High,Very High,Low,Low,High,Low,High,1.0
Low,Low,Medium,Very High,Very High,Very Low,Low,Very Low,High,Medium,1.0
Low,Low,Low,High,Medium,High,Very Low,Very Low,Very Low,Very Low,5.0
Very High,Very High,Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,1.0
Very Low,Very Low,Medium,Low,High,High,Medium,High,Low,Very High,1.0
Very Low,Very Low,Very High,High,Very High,Low,Low,Very Low,Low,High,3.0
Very Low,Low,High,Low,High,Very High,Very Low,Very Low,Very Low,Very Low,5.0
