age,region,itch,grew,hurt,changed,bleed,elevation,biopsed,diagnostic
60,1,0,1,0,0,0,1,1,1
76,11,1,0,0,0,1,0,0,3
43,1,0,1,0,0,0,1,0,5
64,1,0,1,0,0,0,1,1,1
53,12,1,1,1,0,1,1,1,1
57,11,1,0,0,0,0,1,0,4
61,6,0,2,0,2,0,1,1,1
53,11,1,1,1,0,1,1,1,3
70,10,1,1,0,1,0,0,0,3
36,7,0,1,0,0,0,1,0,5
27,9,0,2,0,2,0,0,1,5
73,3,1,1,0,0,1,1,1,1
79,1,1,0,0,0,0,1,1,1
61,1,1,1,0,0,0,1,0,4
56,7,1,2,0,2,1,0,1,1
17,8,0,1,0,0,0,1,0,5
68,10,1,2,0,2,0,1,1,1
74,10,1,2,0,2,2,1,1,1
75,1,1,0,0,0,0,0,0,3
73,11,1,1,0,0,1,0,0,3
49,1,1,2,0,2,0,1,1,1
50,3,0,0,0,0,0,0,0,3
74,3,1,2,1,2,1,1,1,1
76,3,1,1,0,0,1,1,1,1
78,1,1,1,0,0,1,1,1,1
34,9,0,2,0,2,0,0,1,5
68,5,0,2,2,2,0,0,1,5
62,1,0,1,0,0,0,1,0,4
62,12,0,0,1,0,0,1,1,2
51,12,1,0,0,0,0,0,0,3
66,7,1,0,0,0,0,1,1,2
36,7,0,2,0,2,0,1,1,1
68,11,1,1,0,0,1,1,1,3
66,1,1,1,0,0,0,1,1,1
31,8,0,1,0,0,0,1,0,5
55,8,0,0,0,0,0,1,0,5
52,8,1,0,0,0,0,0,0,3
64,13,0,0,0,0,1,1,1,2
63,10,1,1,0,0,0,0,1,3
50,1,1,1,1,0,1,1,1,1
47,13,1,0,1,0,0,0,0,3
40,2,0,0,0,0,0,1,0,5
51,6,0,2,0,2,0,1,1,1
58,4,1,1,1,0,1,1,1,1
82,4,0,1,0,1,0,0,1,6
70,1,1,0,1,0,1,1,1,3
85,6,1,1,0,0,0,1,1,2
59,8,0,2,0,2,0,0,1,5
45,10,1,0,0,0,0,0,0,3
65,11,1,0,0,0,0,0,0,3
53,7,1,2,1,2,1,1,1,1
53,12,1,1,1,0,1,1,1,1
70,3,1,1,1,0,1,1,1,1
59,7,0,1,0,0,0,0,0,4
39,10,0,0,0,0,0,0,1,3
66,10,1,1,0,0,0,0,0,3
39,10,1,0,0,0,0,0,0,3
90,1,1,1,0,0,0,1,1,1
55,7,0,0,0,0,1,1,0,4
75,11,0,1,0,1,0,1,1,2
57,7,1,0,0,0,0,0,1,3
50,7,1,0,1,0,0,1,1,1
50,7,1,0,0,0,0,1,1,1
70,11,0,1,0,0,0,1,1,3
73,7,0,1,0,0,0,1,0,4
69,12,1,1,0,1,0,1,1,2
63,7,1,1,1,0,1,1,1,1
39,1,1,1,0,0,0,0,0,3
80,1,0,0,0,0,0,1,0,4
69,8,1,1,0,1,1,1,1,2
31,8,0,1,0,0,0,1,0,5
70,1,0,1,0,0,0,1,0,4
70,7,1,0,0,0,0,0,0,3
58,12,1,0,0,0,0,1,1,1
52,1,0,1,0,0,0,1,0,4
47,1,1,1,0,0,1,1,1,1
53,7,0,2,0,2,0,1,1,1
53,10,1,1,1,0,1,1,1,1
80,7,1,1,0,0,0,1,1,1
75,7,1,2,0,2,0,1,1,1
55,1,1,2,0,2,0,1,1,1
74,7,1,0,0,0,0,0,0,3
76,4,1,0,0,0,0,0,1,3
47,1,0,1,1,0,0,0,0,3
69,8,1,0,0,0,0,1,1,1
71,11,0,1,1,0,0,1,1,3
71,12,0,1,0,0,0,1,0,3
75,10,0,0,0,0,0,0,1,3
61,1,1,2,0,2,0,1,1,1
68,6,0,0,0,0,0,1,0,4
57,12,0,0,1,0,0,0,0,3
71,10,0,1,0,0,0,1,1,3
57,11,1,2,1,2,1,1,1,1
55,1,1,0,0,0,0,0,0,3
65,1,0,0,0,0,0,1,0,4
73,1,1,1,0,0,0,0,0,3
71,4,1,1,1,0,1,0,1,3
53,7,1,1,0,0,0,0,1,1
47,1,0,2,0,2,0,1,1,1
35,6,1,1,1,0,1,1,1,1
61,1,1,2,1,2,1,1,1,1
73,1,1,1,1,0,1,0,1,1
62,7,0,0,0,0,0,1,0,5
69,1,0,0,0,0,0,1,0,4
58,11,1,1,0,0,0,1,1,2
55,11,1,0,0,0,0,1,0,3
32,8,0,1,0,0,0,1,0,5
80,12,0,0,0,0,0,1,0,3
72,11,1,0,0,0,0,0,0,3
59,1,0,1,0,0,0,1,1,1
33,8,0,2,0,2,0,0,1,5
71,1,0,0,0,0,0,0,0,3
78,10,1,1,0,0,0,1,1,1
65,8,1,1,0,0,0,1,0,4
42,10,1,0,0,0,0,1,0,3
77,11,0,0,0,0,0,0,0,3
35,6,1,1,1,0,1,1,1,1
74,5,1,2,1,2,1,1,1,1
71,3,0,0,0,0,0,1,1,1
75,7,1,0,0,0,0,0,0,3
59,1,0,1,0,0,0,1,0,4
71,13,1,0,0,0,0,1,1,3
48,1,1,1,0,0,1,0,1,1
74,5,1,2,0,2,0,1,1,1
69,12,1,1,0,0,0,1,0,3
57,3,1,1,1,0,1,1,1,1
81,10,0,0,0,0,0,0,0,3
41,8,0,0,0,0,0,0,0,5
64,7,1,1,1,1,0,1,1,1
47,7,1,1,0,0,1,1,1,1
57,4,1,2,0,2,1,1,1,1
58,3,1,1,1,1,1,1,1,1
79,6,1,2,0,2,0,1,1,1
44,1,0,0,0,0,0,1,0,5
50,8,0,2,0,1,0,0,1,6
50,12,1,0,0,0,0,1,0,3
67,1,1,1,1,0,1,1,1,1
83,11,1,0,0,0,0,1,1,3
68,10,1,0,0,0,0,0,0,4
81,10,1,2,0,2,0,0,1,2
56,11,0,2,0,2,0,1,1,1
36,8,1,0,0,0,0,0,1,5
70,4,1,2,1,2,1,1,1,1
70,11,1,0,0,0,0,1,0,3
81,1,0,2,0,2,0,1,1,2
53,1,1,0,0,0,1,1,1,1
33,10,0,0,0,0,0,0,1,3
83,11,1,1,0,0,0,0,1,1
46,6,1,0,0,0,0,0,0,3
77,4,1,2,0,2,1,1,1,4
34,9,0,0,0,1,0,0,0,5
51,5,0,2,0,2,0,1,1,1
81,1,0,0,0,0,0,1,1,2
36,8,0,1,0,0,0,0,1,5
68,8,1,0,1,0,1,0,1,1
68,8,1,0,0,0,1,0,0,3
29,10,0,0,0,0,0,1,0,5
62,11,1,0,0,0,0,0,0,3
50,6,1,2,1,2,1,1,1,1
81,8,1,1,0,0,1,1,1,1
83,6,1,1,0,1,0,1,1,2
75,1,1,2,1,2,1,1,1,1
56,11,0,0,0,1,0,1,1,1
33,1,0,1,0,0,0,0,0,5
83,1,1,0,1,0,0,1,1,1
54,12,0,1,0,0,0,0,0,5
67,10,0,0,0,0,0,1,1,4
67,11,1,1,0,1,1,0,1,1
20,8,1,0,0,0,0,1,1,5
46,11,1,0,0,0,0,0,1,3
43,1,1,1,0,0,0,1,0,4
66,4,1,2,0,2,0,1,1,2
70,1,0,1,0,0,0,1,0,4
84,7,1,1,0,0,1,1,1,1
52,13,1,1,0,0,1,0,1,1
65,1,1,1,1,0,1,1,1,2
65,3,0,2,0,2,0,1,1,1
37,1,1,1,1,0,1,1,1,1
58,10,0,2,0,2,0,1,1,5
14,14,0,1,0,1,0,0,1,5
59,8,1,0,0,0,0,0,0,3
75,1,0,0,0,0,0,0,0,3
42,11,1,0,0,0,0,0,0,3
54,1,1,2,0,2,1,1,1,1
39,1,1,0,0,0,0,0,0,3
41,7,0,0,0,0,0,0,0,3
63,7,0,0,0,0,0,1,0,4
21,2,0,1,0,0,0,1,0,5
67,1,1,2,0,2,0,0,1,1
78,1,1,1,1,0,1,0,1,1
72,12,1,1,0,1,0,1,1,3
52,8,0,1,0,0,0,1,0,5
74,8,0,0,0,0,0,1,1,5
76,7,1,0,0,0,0,0,1,2
69,8,1,0,0,0,1,0,1,1
68,11,0,2,0,2,0,0,1,2
64,11,1,0,0,0,0,0,0,3
35,8,0,0,0,0,0,1,0,5
57,7,1,0,0,0,0,0,0,3
91,1,1,1,1,0,1,1,1,1
57,3,1,1,0,0,0,0,1,3
86,8,0,1,0,0,0,1,0,4
70,10,1,1,1,0,1,0,1,2
18,13,1,1,0,1,0,1,0,5
48,4,0,0,0,0,0,1,0,5
48,10,1,0,0,0,0,0,0,3
80,1,0,0,0,0,0,0,0,3
64,1,1,1,0,0,1,0,1,4
53,1,1,1,1,0,1,1,1,3
77,1,0,2,0,2,0,1,1,1
58,14,0,0,0,0,0,1,0,5
54,1,1,0,0,0,1,0,0,3
61,6,0,1,0,0,1,1,1,1
45,1,1,0,0,0,0,0,0,3
62,11,1,0,0,0,1,0,0,3
68,7,1,0,0,0,0,0,1,3
53,7,1,0,0,0,0,0,0,3
57,7,1,0,0,0,0,0,1,3
52,3,1,1,1,0,1,1,1,1
32,6,0,1,0,0,0,1,0,5
66,11,1,0,0,0,0,1,0,3
70,1,1,1,0,0,0,1,1,1
62,11,0,1,0,0,0,1,0,4
84,10,1,0,0,0,0,1,0,4
61,4,0,2,0,2,0,0,1,2
62,7,1,0,1,0,1,1,1,1
50,7,0,1,0,0,0,1,1,1
36,8,0,0,0,0,0,0,0,5
64,7,1,1,0,0,0,1,1,1
73,7,1,0,0,0,0,1,1,1
68,11,1,1,0,0,1,1,1,1
66,6,1,2,0,2,0,1,1,2
70,3,1,1,0,0,0,1,1,1
46,7,0,2,0,2,0,1,1,1
53,11,1,0,0,0,0,1,0,3
42,1,0,1,0,0,0,1,0,4
44,12,1,0,0,0,0,1,0,3
52,1,0,0,0,0,0,0,0,3
65,11,0,0,0,0,0,0,0,3
66,3,0,2,0,2,0,0,1,2
55,1,1,2,0,2,1,1,1,1
77,7,0,0,0,0,0,0,0,4
21,2,0,1,0,0,0,1,0,5
78,1,0,0,0,0,0,1,0,4
73,1,0,2,0,2,0,1,1,1
67,12,1,2,0,2,0,1,1,1
61,9,0,0,0,0,0,1,0,4
59,1,1,1,0,0,0,1,0,4
52,1,1,2,1,2,1,1,1,1
13,13,0,2,2,2,0,1,1,5
39,6,0,1,0,0,0,1,0,5
50,7,1,0,1,0,0,1,1,1
85,6,1,1,0,0,0,0,0,3
39,1,0,0,0,1,0,0,0,3
59,9,0,1,0,0,0,1,0,5
69,10,1,1,0,1,0,1,1,2
60,7,1,1,1,0,1,1,1,1
88,7,0,1,0,0,0,1,0,4
62,3,1,0,0,0,1,0,1,3
48,1,1,1,0,1,0,1,1,1
88,11,1,2,0,2,1,1,1,2
73,1,1,0,0,0,0,1,0,4
61,9,1,1,1,1,1,1,1,2
80,10,1,1,0,0,0,1,1,1
75,11,1,0,0,0,0,1,0,3
58,7,1,0,0,0,0,0,0,3
33,7,1,1,0,0,1,1,1,1
60,7,1,2,0,2,0,1,1,1
71,7,1,0,1,0,0,1,1,1
73,3,1,2,1,2,1,1,1,1
47,11,1,2,1,2,1,1,1,1
60,10,1,0,0,0,0,0,0,3
62,1,1,1,1,1,1,0,1,1
46,12,1,0,0,0,0,0,0,3
88,8,1,2,0,2,0,1,1,1
41,1,0,1,0,0,0,1,0,5
56,10,1,2,0,2,1,0,1,1
64,4,0,0,0,0,0,1,0,4
52,12,1,0,0,0,0,0,0,3
72,10,1,0,0,0,0,0,1,1
72,6,1,2,0,2,0,1,1,2
39,11,1,1,0,0,0,1,0,5
49,11,0,0,0,0,0,1,0,4
67,7,1,0,0,0,0,0,0,3
37,11,1,1,0,0,0,0,0,3
56,9,0,2,0,2,0,0,1,5
83,11,1,1,0,0,0,0,1,1
80,11,0,1,0,0,0,1,0,4
54,10,1,1,0,0,0,1,0,4
59,10,0,0,0,0,0,0,0,3
56,1,0,2,0,2,0,1,1,1
55,7,1,0,0,0,0,0,0,3
50,12,1,2,1,2,0,1,1,2
74,1,1,1,0,1,0,0,1,2
78,1,1,2,0,2,0,1,1,1
55,1,0,1,0,0,0,1,0,4
75,10,1,0,0,0,0,1,1,3
65,7,1,2,1,2,1,1,1,1
53,10,1,1,0,0,0,1,1,2
54,8,1,1,0,1,0,1,1,6
41,7,1,0,1,0,0,0,0,3
56,1,0,2,0,2,0,1,1,1
50,7,0,0,0,0,0,0,0,3
62,10,0,0,0,0,0,0,0,3
50,1,1,1,1,0,1,1,1,1
65,1,1,0,0,0,0,0,1,3
53,10,1,0,0,0,0,0,1,3
66,1,1,2,0,2,0,1,1,1
58,11,1,1,0,0,0,1,0,3
89,12,1,0,0,0,0,1,0,3
83,1,0,0,0,0,0,1,1,1
41,8,0,2,0,2,0,1,1,5
77,13,1,0,0,0,0,0,1,2
81,14,1,0,0,0,0,0,1,3
58,1,1,1,0,1,0,0,0,3
31,1,0,1,0,0,1,1,1,1
45,4,1,1,0,0,0,1,1,2
54,11,1,1,0,0,1,1,1,1
70,8,1,1,1,0,0,1,1,1
59,1,1,0,0,0,0,1,0,3
68,4,0,0,0,0,0,1,0,4
79,10,1,1,0,1,1,0,0,3
52,1,1,0,0,0,0,0,0,3
82,11,1,0,0,0,0,0,0,3
50,12,1,0,0,0,0,1,0,3
74,12,1,0,0,0,0,1,1,3
78,1,1,0,0,0,0,0,1,1
57,1,1,1,0,0,0,1,0,3
77,11,1,0,0,0,0,0,1,3
53,3,1,2,0,2,2,0,1,1
69,8,1,0,0,0,0,1,1,1
55,8,1,0,0,0,0,1,1,2
52,8,0,2,0,2,0,0,1,5
44,11,1,0,0,0,0,0,0,3
42,7,1,0,0,0,0,0,0,3
55,3,1,1,1,0,1,1,1,1
70,12,2,2,0,0,0,1,1,3
72,4,1,0,0,0,0,0,0,3
39,1,1,1,1,0,1,1,1,1
40,12,0,0,0,0,0,0,0,3
79,10,1,1,0,0,1,1,1,1
60,5,0,1,0,0,0,0,0,3
51,10,0,0,0,0,0,1,0,4
59,10,1,0,0,0,0,0,0,3
56,1,1,1,0,1,1,1,1,1
61,11,0,2,0,2,0,0,1,6
81,7,1,0,0,0,0,0,0,3
68,11,1,0,0,0,0,1,0,3
65,1,0,0,0,0,0,1,0,4
37,1,0,1,0,0,0,0,0,5
56,4,0,0,0,0,1,1,1,1
55,11,0,0,0,0,0,0,0,3
47,11,1,0,0,0,0,0,0,3
46,9,0,1,0,0,0,1,0,5
60,11,1,1,0,0,0,0,0,3
75,13,1,1,0,0,0,1,1,3
77,7,1,2,1,2,1,0,1,1
78,12,0,0,0,1,0,1,1,3
39,6,0,1,0,0,0,1,0,5
61,12,0,1,0,0,0,1,0,5
63,11,0,1,0,0,0,0,0,3
65,11,1,2,0,2,0,1,1,2
75,13,0,1,0,0,0,1,1,1
48,12,0,1,0,0,0,0,0,3
45,14,0,2,0,2,0,0,1,2
50,11,0,0,0,0,0,0,0,4
50,1,1,2,0,2,0,1,1,2
85,13,0,1,0,1,0,1,1,1
50,1,0,0,0,0,0,1,0,5
75,4,1,2,0,2,1,1,1,1
58,7,1,1,1,0,1,1,1,1
60,1,0,1,0,0,0,1,1,1
64,10,1,1,1,0,1,1,1,1
45,3,0,1,0,0,0,1,0,4
70,7,0,1,0,0,0,1,1,2
67,11,1,1,0,1,1,0,1,1
58,9,0,0,0,0,0,1,0,4
49,12,1,0,0,0,0,0,0,3
42,10,1,0,0,0,0,1,1,1
45,8,0,0,0,0,0,0,0,5
85,1,1,1,1,0,0,1,1,1
74,10,1,1,1,0,1,1,1,1
59,1,0,2,0,2,0,0,1,1
56,8,0,1,0,0,0,1,0,5
46,7,1,2,0,2,0,1,1,1
78,1,1,1,1,0,1,0,1,1
83,10,1,0,0,0,0,0,0,3
71,1,0,0,0,0,0,1,0,4
51,6,1,1,0,0,1,1,1,1
39,13,0,0,0,0,0,1,0,5
90,13,0,1,0,0,0,1,0,4
80,11,1,0,0,0,0,0,0,3
65,11,0,0,0,0,0,1,0,5
68,7,0,1,0,0,0,1,0,4
21,1,0,2,0,2,0,1,1,4
17,8,0,1,0,0,0,1,0,5
67,4,1,0,0,0,0,1,0,4
45,1,1,0,0,0,0,0,0,3
61,1,1,2,0,2,0,0,1,2
55,10,1,0,0,0,0,0,0,3
69,8,0,0,0,0,0,1,1,2
74,7,1,2,1,2,1,0,1,1
75,11,0,1,0,0,1,1,1,1
55,10,2,2,2,2,2,2,1,5
42,7,1,2,1,2,1,1,1,1
73,11,1,0,0,0,0,0,0,3
27,9,0,1,0,0,0,1,1,5
74,11,1,2,1,2,1,1,1,1
39,1,0,0,0,0,0,1,0,4
20,8,0,0,0,0,0,1,0,5
89,3,1,0,1,0,1,1,1,3
79,10,1,0,0,0,0,1,1,3
71,3,1,2,0,2,0,1,1,1
64,3,0,2,0,2,0,1,1,1
59,1,1,1,0,0,0,0,1,2
64,1,1,2,0,2,1,1,1,1
51,1,0,0,0,0,0,0,0,3
78,1,1,0,0,0,0,0,0,3
67,10,1,2,1,2,1,1,1,1
45,11,1,1,0,0,0,1,1,3
37,8,0,1,0,0,0,0,0,5
91,1,1,1,1,1,1,1,1,1
51,10,1,0,0,0,0,0,0,3
45,12,1,1,0,0,0,1,1,3
77,11,0,0,0,0,0,0,0,3
82,3,1,2,0,2,1,1,1,1
81,11,1,2,1,2,1,0,1,1
79,7,1,1,0,0,0,1,1,1
54,1,1,0,0,0,1,0,0,3
62,1,0,1,0,0,0,1,0,4
17,10,0,2,0,2,0,1,1,5
44,7,0,2,0,2,0,1,1,1
44,3,1,2,2,2,0,0,1,1
50,7,0,0,0,0,0,0,0,3
78,11,0,0,0,0,0,0,1,3
69,11,1,0,0,0,0,1,0,3
51,11,1,0,0,0,0,0,0,3
59,1,0,0,0,0,0,0,1,3
71,8,1,1,0,0,1,0,1,1
32,8,0,0,0,0,0,1,0,5
63,11,0,0,0,0,0,0,0,3
78,1,1,0,0,0,0,1,0,4
59,8,1,0,0,0,0,0,1,1
81,8,0,0,0,0,0,1,1,2
51,1,1,0,0,0,0,0,1,3
44,3,1,1,0,0,0,1,1,1
49,1,0,2,0,2,0,1,1,1
38,4,1,1,0,0,0,1,0,4
55,8,1,1,1,0,1,1,1,1
59,9,1,1,0,0,1,1,1,3
58,3,1,1,1,1,1,1,1,1
83,1,1,0,0,0,0,1,0,4
73,12,1,0,0,0,0,0,0,3
65,1,1,0,0,0,0,0,0,3
71,3,1,0,0,0,0,1,1,1
69,12,1,0,0,0,0,1,0,3
70,1,0,0,0,0,0,0,0,4
73,10,1,1,0,1,1,1,1,1
55,11,1,1,0,0,1,1,1,3
54,10,1,0,0,0,0,0,0,3
66,11,0,0,0,0,0,0,1,6
61,12,0,0,0,0,0,1,0,3
73,11,1,0,0,0,0,0,0,3
47,9,0,1,0,0,0,0,0,5
51,11,1,0,0,0,0,0,0,3
55,1,0,0,0,0,0,0,0,3
53,1,1,0,0,0,1,1,1,1
71,11,1,0,0,0,1,1,0,3
66,10,1,1,0,0,1,0,0,3
62,12,1,1,0,0,1,1,1,1
77,4,1,0,1,0,1,0,1,1
39,14,0,2,0,2,0,0,1,5
78,1,0,2,0,2,0,1,1,4
66,1,1,1,0,0,0,0,0,3
69,4,1,0,0,0,0,0,0,3
72,8,1,2,1,2,1,1,1,1
54,11,1,0,0,0,0,0,0,3
69,11,1,0,0,0,0,0,1,3
70,13,1,2,0,2,0,1,1,2
57,8,1,0,0,0,0,0,0,3
56,8,0,0,0,0,0,1,0,5
68,1,0,0,0,0,0,1,0,4
71,12,1,0,0,0,0,0,1,3
59,1,1,2,0,2,0,1,1,2
51,6,1,1,0,0,1,1,1,1
64,11,1,1,1,0,1,1,1,1
67,8,1,1,0,0,0,1,0,4
47,1,1,1,1,1,0,1,1,3
73,11,1,0,0,0,0,0,0,3
60,1,0,1,0,1,0,1,1,1
68,11,1,1,0,0,1,1,1,3
77,13,1,2,1,2,1,0,1,2
46,8,1,1,0,0,0,1,1,1
79,12,1,1,0,1,1,1,1,1
72,1,1,1,0,0,0,1,1,1
56,11,1,0,0,0,0,0,0,3
65,11,1,2,0,2,1,1,1,2
73,1,0,0,0,0,0,1,0,4
12,8,0,0,0,0,0,0,0,5
65,3,0,1,0,1,1,1,1,1
53,9,0,0,0,0,0,0,0,5
67,1,0,0,0,0,0,0,0,3
73,8,1,2,1,2,1,0,1,1
64,1,1,1,0,0,1,0,1,4
73,5,1,0,1,0,1,1,1,1
14,1,0,1,0,0,0,1,0,5
27,1,0,0,0,0,0,1,0,5
21,1,0,1,0,0,0,0,1,5
48,7,1,0,0,0,0,0,1,3
85,6,1,2,1,2,1,0,1,1
61,9,1,1,1,1,1,1,1,2
58,13,0,1,0,2,0,1,1,6
75,12,1,0,0,0,0,0,0,3
62,8,0,1,0,1,0,1,1,1
38,5,1,1,1,0,1,1,1,3
57,12,0,1,0,0,1,1,1,1
47,8,1,1,0,0,0,0,1,1
66,14,1,2,0,2,0,1,1,2
69,10,0,0,0,0,0,1,1,3
51,4,1,0,0,0,0,0,1,1
66,1,1,1,1,0,1,1,1,2
65,11,1,0,0,0,0,0,0,3
68,11,1,1,1,1,1,1,1,2
31,7,0,1,0,0,0,1,0,5
37,7,1,2,0,2,0,1,1,1
68,11,1,0,0,0,0,1,0,3
82,11,1,0,0,0,0,0,1,3
74,13,1,0,0,0,0,0,0,3
35,4,0,0,0,0,0,0,0,5
59,8,1,0,0,0,0,0,1,3
54,7,1,1,1,0,1,1,1,1
81,11,0,0,0,0,0,0,0,3
73,11,1,0,0,0,1,0,0,3
57,8,1,1,0,0,1,0,1,2
66,13,0,1,0,0,0,0,0,4
79,1,1,0,0,0,0,0,0,3
70,11,1,0,0,0,0,0,0,3
70,11,1,1,0,0,0,1,0,3
50,8,1,1,1,0,1,1,1,1
73,1,1,0,0,0,1,0,1,3
38,12,0,0,1,0,0,0,0,5
60,1,1,0,0,0,0,0,1,3
46,7,0,1,0,0,0,0,0,3
43,11,1,0,0,0,0,1,0,3
72,1,1,1,0,0,1,1,1,1
79,3,1,1,1,0,0,1,1,1
25,9,0,1,0,1,0,1,0,5
54,11,0,0,0,0,0,1,1,1
65,1,0,1,0,0,0,1,1,1
62,11,0,0,0,0,0,0,0,3
47,1,0,1,0,0,0,1,0,5
55,2,0,1,0,0,0,1,0,5
63,1,0,1,0,0,0,0,0,4
57,11,1,1,0,0,0,0,0,3
54,7,1,1,0,0,0,1,1,1
37,1,1,1,1,0,1,1,1,1
65,11,1,0,0,0,0,0,0,4
13,13,0,2,2,2,0,1,1,5
34,8,0,0,0,1,0,0,0,5
55,1,1,1,0,0,0,0,0,3
73,1,0,0,0,0,0,1,0,4
36,11,0,0,0,0,0,1,0,4
78,10,1,0,0,0,0,0,0,3
53,8,0,2,0,2,0,0,1,1
80,11,1,0,0,0,0,1,1,3
51,7,0,0,0,0,0,1,1,1
65,1,0,1,0,0,0,1,0,4
72,7,1,1,1,0,1,1,1,1
16,7,0,2,0,2,0,1,1,5
62,11,1,0,0,0,0,1,0,4
78,1,1,0,0,0,1,1,1,1
73,12,1,0,0,0,0,0,0,3
55,8,0,2,0,2,0,1,1,1
71,7,1,2,1,2,1,1,1,1
78,6,1,2,0,2,0,1,1,1
84,3,0,0,0,0,0,1,1,2
67,7,0,2,0,2,0,1,1,4
54,1,1,1,0,0,1,1,1,1
45,7,0,2,0,2,0,1,1,1
43,7,0,1,0,0,0,1,0,5
55,6,1,1,1,0,1,1,1,1
81,7,1,1,0,0,0,1,1,1
32,8,1,1,0,0,1,1,0,5
42,3,1,1,0,1,0,1,1,1
61,11,1,2,0,2,1,1,1,1
39,11,1,1,0,0,1,0,0,3
36,7,0,1,0,0,0,1,0,5
79,3,1,2,0,2,0,1,1,1
75,12,1,0,0,0,0,1,0,3
46,9,1,0,1,0,1,1,1,3
35,11,1,0,0,0,0,0,0,3
43,1,1,2,1,2,1,1,1,1
62,3,0,1,0,0,0,1,1,1
61,8,0,0,0,0,0,0,0,5
83,2,1,0,1,0,0,0,1,3
17,7,0,1,0,0,0,1,0,5
79,3,1,1,0,0,1,1,1,1
57,9,0,1,0,1,0,0,1,6
52,1,1,2,0,2,1,1,1,1
53,2,1,0,0,0,0,0,0,3
54,8,1,1,0,0,1,1,1,1
75,1,1,2,0,2,1,1,1,1
57,7,0,1,0,1,1,1,1,1
53,11,1,1,1,0,1,1,1,3
43,3,0,2,0,2,0,1,1,1
73,10,1,1,0,0,0,1,0,4
51,1,0,0,0,0,0,1,1,1
53,1,0,0,0,0,0,0,0,3
70,3,1,2,0,2,0,1,1,1
64,1,0,2,0,2,0,1,1,1
59,6,0,2,0,2,0,1,1,1
64,11,1,0,1,0,1,1,1,1
71,3,0,0,0,0,0,1,1,1
63,1,0,2,0,2,0,1,1,1
57,11,1,1,0,0,0,1,0,3
51,8,0,0,0,0,0,0,1,1
55,11,1,1,0,0,1,1,1,3
78,10,1,0,1,0,0,1,1,3
63,12,1,0,0,0,0,0,0,3
85,3,1,1,1,0,1,1,1,1
49,1,1,0,0,0,0,0,0,3
64,1,0,1,0,0,0,0,1,1
56,11,0,0,0,1,0,1,0,3
63,10,1,0,0,0,0,0,0,3
75,1,1,1,0,0,1,1,1,1
49,11,1,1,0,0,0,0,0,3
6,8,0,1,0,0,0,1,0,5
57,10,1,2,0,2,1,1,1,1
67,1,1,0,0,0,0,0,0,3
52,10,0,0,0,0,0,0,0,4
69,11,1,1,0,0,0,0,0,3
52,1,1,1,0,0,1,1,1,1
77,11,1,0,0,0,0,0,0,3
69,13,0,0,0,0,0,1,1,2
52,8,1,2,0,2,1,1,1,1
71,11,1,0,0,0,0,0,0,3
62,3,1,0,0,0,0,1,1,2
48,1,0,0,0,0,0,0,0,3
37,8,0,0,0,0,0,1,0,5
49,7,1,2,0,2,0,1,1,1
71,12,1,0,0,0,0,1,1,3
62,11,0,0,0,0,0,0,0,3
63,8,0,2,0,2,0,0,1,6
56,11,0,0,0,1,0,1,1,1
54,13,0,1,1,0,0,1,1,3
62,1,1,0,0,0,0,0,0,3
90,12,0,1,0,1,0,0,1,6
69,10,1,0,0,0,0,0,0,3
65,4,1,2,0,2,0,1,1,1
67,11,1,2,0,2,0,1,1,1
55,1,1,0,0,0,0,1,0,3
51,11,1,0,0,0,0,0,0,3
43,6,0,1,0,0,0,0,1,6
67,8,1,0,0,0,0,0,0,3
71,11,1,2,0,2,0,0,1,1
55,11,1,0,0,0,0,1,0,3
64,2,0,0,0,0,0,0,0,4
77,1,1,1,1,0,1,1,1,1
75,11,1,0,0,0,0,0,0,3
61,11,0,0,0,0,0,0,0,3
17,8,0,1,0,0,0,1,0,5
69,1,0,2,0,2,0,1,1,4
57,12,1,0,0,0,0,1,1,3
69,4,1,1,0,0,1,0,1,1
87,11,1,0,0,0,1,1,0,3
71,1,1,0,0,0,0,0,0,3
71,1,1,1,0,0,1,1,1,1
73,11,1,0,0,0,0,0,1,3
59,1,0,2,0,2,0,1,1,1
58,11,1,0,0,0,0,0,0,3
78,7,1,1,1,0,1,0,1,1
72,3,1,1,1,0,1,1,1,1
65,6,1,2,0,2,1,1,1,1
72,7,0,0,0,0,0,1,0,4
60,11,1,1,0,0,0,0,0,3
72,1,1,1,0,1,1,1,1,1
25,10,0,1,0,0,0,0,0,5
77,1,1,1,1,0,1,1,1,1
55,7,1,1,0,1,0,0,1,1
63,3,1,2,0,2,1,1,1,1
67,1,1,0,0,0,0,0,0,3
27,13,0,1,0,0,0,1,0,5
73,11,0,0,0,0,0,1,0,3
46,6,0,2,0,2,0,1,1,1
61,3,1,2,0,2,0,1,1,1
33,7,1,1,0,0,1,1,1,1
58,12,1,1,0,0,0,1,1,2
81,8,0,0,0,0,0,1,1,2
55,8,0,0,0,0,0,1,1,1
62,3,1,1,1,0,1,0,1,1
83,7,1,0,0,0,0,1,1,2
79,3,1,1,0,0,1,1,1,1
9,1,0,0,0,0,0,0,0,5
53,13,0,0,0,0,0,1,0,5
60,11,1,1,0,0,0,0,0,3
69,1,1,0,0,0,0,1,0,3
81,11,0,2,0,2,0,1,1,1
32,11,0,1,0,0,0,1,0,5
